account_id,company_name,email_domain,industry,state,size_class,n_employees,created_date
ACC-00309,Cunha Fernandes - ME,dasneves.com.br,Educação,BA,media,188,2023-03-05
ACC-00310,da Rocha S/A,câmaracarval.com.br,Indústria,SP,pequena,65,2023-09-06
ACC-00311,Peixoto Garcia S.A.,ribeiroltda..net.br,Serviços,MG,pequena,92,2023-01-18
ACC-00312,Silveira Macedo S/A,cirinosales-.com.br,Varejo,RJ,pequena,60,2023-06-26
ACC-00313,Macedo Pimenta Ltda.,fonseca.net.br,Serviços,RJ,media,179,2023-01-12
ACC-00314,das Neves Viana - ME,daconceição.net.br,Financeiro,SP,grande,366,2024-06-19
ACC-00315,Martins,freitasrocha.org.br,,DF,media,204,2024-05-22
ACC-00316,Montenegro,vasconcelos.com.br,Varejo,DF,pequena,105,2023-04-14
ACC-00317,Pereira Carvalho Ltda.,castro.net.br,Tecnologia,RJ,media,181,2024-06-18
ACC-00318,Novaes,ramos-me.com.br,Tecnologia,SP,media,340,2023-10-27
ACC-00319,da Paz S/A,silva-ei.com.br,Educação,SC,pequena,138,2023-10-03
ACC-00320,Lopes Borges S.A.,damatamachad.com.br,Tecnologia,DF,,322,2023-05-04
ACC-00321,Leão S/A,ferreira.com.br,Tecnologia,SP,pequena,122,2024-01-07
ACC-00322,da Costa,montenegro.com.br,Tecnologia,RJ,media,222,2023-12-23
ACC-00323,Câmara,barros.org.br,Varejo,SP,grande,415,2023-07-07
ACC-00324,Vieira,diass/a.org.br,Financeiro,PR,pequena,74,2024-05-09
ACC-00325,Sampaio,carvalhoandr.net.br,Financeiro,SP,grande,424,2023-07-06
ACC-00326,Pimenta,teixeirasant.com.br,,PE,pequena,67,2023-11-27
ACC-00327,Cunha,barross/a.com.br,Tecnologia,SP,pequena,133,2023-01-18
ACC-00328,Camargo,novaessiquei.com.br,Tecnologia,SP,pequena,88,2023-11-26
ACC-00329,Campos,dacosta.com.br,Educação,RJ,grande,357,2023-10-03
ACC-00330,Azevedo,dacosta-me.net.br,Saúde,RJ,grande,465,2023-03-08
ACC-00331,Pires - EI,monteiro-ei.com.br,Agronegócio,PR,pequena,143,2024-06-26
ACC-00332,Abreu,silvacasagra.org.br,Financeiro,MG,media,157,2023-10-11
ACC-00333,Cirino,dacosta.com.br,Serviços,SP,pequena,116,2023-09-02
ACC-00334,Moura - EI,mouraltda..com.br,Tecnologia,RJ,grande,482,2024-02-18
ACC-00335,Porto - ME,gomes-me.com.br,Tecnologia,SP,media,160,2023-03-24
ACC-00336,Fogaça S/A,dacunha.org.br,Tecnologia,PR,grande,474,2023-09-29
ACC-00337,Vargas - EI,dacosta.org.br,Serviços,MG,pequena,72,2024-03-22
ACC-00338,Fogaça - EI,carvalho.com.br,Indústria,SP,media,174,2023-07-03
ACC-00339,Vasconcelos Rodrigues - ME,ramos.com.br,Serviços,SP,pequena,57,2023-12-28
ACC-00340,Carvalho Azevedo e Filhos,pires.com.br,Tecnologia,RS,media,188,2023-09-26
ACC-00341,Costa,andrade.org.br,Educação,RJ,media,213,2024-04-21
ACC-00342,Dias Ltda.,vieiras.a..com.br,Agronegócio,SP,grande,368,2023-06-28
ACC-00343,da Cunha,nogueira.com.br,Varejo,RS,,479,2023-05-19
ACC-00344,da Paz Fogaça S/A,sáefilhos.org.br,Tecnologia,SP,media,281,2024-03-12
ACC-00345,Freitas - ME,damata.com.br,Varejo,RJ,pequena,144,2023-07-21
ACC-00346,Gomes,souza.com.br,Tecnologia,SP,pequena,87,2024-01-16
ACC-00347,Sales,cirino.com.br,Tecnologia,SP,media,350,2024-02-26
ACC-00348,Barros,freitas.com.br,Agronegócio,SP,media,255,2024-01-24
ACC-00349,Pereira,barros.com.br,Serviços,SP,pequena,94,2023-11-03
ACC-00350,Barros Ltda.,nogueiradaro.net.br,Saúde,MG,media,295,2023-09-01
ACC-00351,Pereira,dasneves.com.br,Varejo,BA,media,292,2023-04-29
ACC-00352,Ferreira,cavalcante.com.br,Tecnologia,SP,media,188,2024-01-13
ACC-00353,Pimenta,aparecida.net.br,Varejo,RS,pequena,69,2024-06-14
ACC-00354,Barbosa e Filhos,damota.com.br,Varejo,SP,media,210,2024-05-05
ACC-00355,Alves Casa Grande - EI,fonseca.com.br,Financeiro,RJ,media,199,2023-09-23
ACC-00356,Azevedo da Costa e Filhos,andrade.com.br,Indústria,outros,grande,415,2024-03-27
ACC-00357,Nunes,fonseca.org.br,Tecnologia,PR,pequena,77,2023-04-06
ACC-00358,Freitas,pereiras.a..com.br,Varejo,SP,pequena,53,2023-06-09
ACC-00359,Oliveira S.A.,macedo.com.br,Varejo,MG,media,235,2023-09-29
ACC-00360,Rezende,gonçalves.com.br,Serviços,BA,media,178,2024-03-30
ACC-00361,Alves e Filhos,dacruz.org.br,Varejo,SP,pequena,102,2024-02-02
ACC-00362,da Luz Ltda.,monteiromore.com.br,Saúde,SP,pequena,137,2024-04-30
ACC-00363,Sales,cunha.com.br,Serviços,RJ,pequena,78,2024-03-10
ACC-00364,Carvalho S/A,costa.org.br,Saúde,RJ,pequena,65,2023-02-23
ACC-00365,Borges,cavalcanti.net.br,Tecnologia,RJ,pequena,56,2023-07-20
ACC-00366,Santos,rios.org.br,Tecnologia,SP,pequena,80,2024-03-16
ACC-00367,da Rosa,novaes-ei.com.br,,SP,media,170,2023-05-10
ACC-00368,Vieira Fonseca - EI,silvasantose.com.br,Educação,RS,pequena,126,2023-02-28
ACC-00369,Vieira Monteiro S/A,camposcostas.com.br,Tecnologia,outros,pequena,80,2023-11-21
ACC-00370,Martins,novaes.net.br,Serviços,PR,media,175,2024-01-13
ACC-00371,Gonçalves,pimentaborge.org.br,Tecnologia,SP,media,300,2023-06-12
ACC-00372,Vargas,moura.com.br,Serviços,RJ,media,345,2023-07-10
ACC-00373,Cardoso Ltda.,oliveira.com.br,Varejo,SP,grande,465,2023-03-09
ACC-00374,Cardoso,machado-me.net.br,Financeiro,RS,pequena,140,2024-04-06
ACC-00375,Campos - EI,vargascardos.com.br,Financeiro,RS,media,244,2023-06-26
ACC-00376,Santos,darosacavalc.com.br,Serviços,outros,media,283,2023-09-30
ACC-00377,da Cunha S.A.,ferreiramore.com.br,Serviços,RJ,media,162,2023-01-27
ACC-00378,Pimenta,cardoso.net.br,Financeiro,PR,media,282,2024-03-11
ACC-00379,Pastor Pacheco S.A.,montenegroef.com.br,Varejo,BA,pequena,135,2023-10-15
ACC-00380,Nunes,ribeiropinto.com.br,Tecnologia,SC,media,269,2023-07-27
ACC-00381,Ramos - EI,alvess/a.net.br,Serviços,RJ,grande,356,2024-01-30
ACC-00382,Vargas Oliveira - ME,rezende.com.br,Varejo,PE,pequena,64,2023-07-28
ACC-00383,Ramos,monteiroefil.org.br,Tecnologia,PR,media,322,2023-07-29
ACC-00384,Rodrigues Guerra Ltda.,mendes.org.br,Educação,SP,pequena,111,2024-06-11
ACC-00385,Castro - ME,barbosa.net.br,,RJ,pequena,125,2024-03-23
ACC-00386,Costela,mendes.org.br,Saúde,SP,pequena,146,2023-11-23
ACC-00387,Dias Silva Ltda.,pereira.com.br,Indústria,SP,media,287,2023-08-18
ACC-00388,Teixeira Freitas - EI,guerra.com.br,Varejo,RJ,pequena,134,2024-06-27
ACC-00389,Campos,diass.a..org.br,Tecnologia,SP,media,209,2024-05-13
ACC-00390,Casa Grande Brito S/A,machado.net.br,,MG,media,316,2023-10-08
ACC-00391,da Cruz,gomes.com.br,Indústria,SP,media,179,2023-07-25
ACC-00392,Correia,duarteolivei.com.br,Tecnologia,RJ,pequena,94,2024-04-29
ACC-00393,das Neves,monteiromora.com.br,Tecnologia,RJ,pequena,105,2023-10-24
ACC-00394,Gonçalves - EI,almeida.com.br,,SP,pequena,78,2023-05-20
ACC-00395,Pacheco Fogaça S/A,dacosta.net.br,Indústria,MG,media,200,2023-10-10
ACC-00396,da Paz,dapaz-me.com.br,Indústria,SP,grande,365,2023-12-26
ACC-00397,da Luz Siqueira Ltda.,caldeira-me.com.br,Serviços,SC,media,203,2024-01-16
ACC-00398,Guerra S/A,fonseca.com.br,Saúde,SP,pequena,52,2023-07-12
ACC-00399,Gomes - EI,fonsecanovae.org.br,Varejo,PR,media,168,2023-08-08
ACC-00400,Pinto,teixeira.com.br,Tecnologia,SP,grande,369,2023-07-22
ACC-00401,Freitas,cardosos/a.com.br,,PR,media,255,2023-09-07
ACC-00402,Sá,novais.org.br,Tecnologia,SP,media,273,2023-06-15
ACC-00403,Montenegro,costapereira.org.br,Financeiro,SP,pequena,63,2023-09-27
ACC-00404,Silva Farias - ME,aparecidas/a.org.br,Agronegócio,SP,grande,486,2023-11-16
ACC-00405,Duarte Pimenta Ltda.,cassiano.org.br,Indústria,SP,pequena,56,2023-06-07
ACC-00406,Pastor,gonçalvespim.com.br,Indústria,RJ,media,328,2023-05-12
ACC-00407,Santos,montenegro.org.br,Varejo,MG,media,316,2024-02-19
ACC-00408,Freitas Ltda.,melo.org.br,Financeiro,MG,media,327,2023-04-03
ACC-00409,Vieira,leão-ei.com.br,Saúde,PE,media,164,2023-09-05
ACC-00410,Rezende,peixoto-me.com.br,Tecnologia,SP,media,172,2024-05-13
ACC-00411,Cavalcante,silveiraarag.com.br,Saúde,MG,grande,442,2023-02-08
ACC-00412,Andrade Oliveira e Filhos,casagrande.com.br,Tecnologia,MG,media,240,2023-05-04
ACC-00413,Dias,correias/a.net.br,Financeiro,SC,pequena,116,2024-03-13
ACC-00414,Sales,cassiano.com.br,Financeiro,RS,pequena,78,2023-04-04
ACC-00415,Sousa,jesusmontene.com.br,Tecnologia,BA,grande,386,2024-06-22
ACC-00416,Novais Duarte e Filhos,santoss.a..com.br,Tecnologia,RS,grande,355,2024-01-03
ACC-00417,Dias,moura.org.br,Financeiro,SP,media,252,2024-05-02
ACC-00418,Rocha,marquesnasci.org.br,Tecnologia,SP,pequena,148,2023-01-17
ACC-00419,Correia,pimenta.net.br,Educação,RJ,pequena,92,2023-10-31
ACC-00420,da Rosa Vargas Ltda.,damotanovais.com.br,Varejo,PR,media,233,2023-06-18
ACC-00421,Mendes,salessantos-.net.br,Varejo,SP,pequena,69,2023-10-31
ACC-00422,da Paz,novais.com.br,Serviços,MG,media,187,2024-06-24
ACC-00423,Gonçalves,oliveiraefil.org.br,Financeiro,SP,pequena,97,2024-03-03
ACC-00424,da Rocha Aparecida Ltda.,vargas.com.br,Tecnologia,SC,media,157,2023-03-01
ACC-00425,Souza,ferreira-me.net.br,Saúde,RJ,media,256,2024-01-04
ACC-00426,Nascimento da Mata - EI,cunha.com.br,Tecnologia,PE,pequena,60,2023-10-04
ACC-00427,Pimenta e Filhos,carvalho.net.br,,BA,pequena,80,2024-03-12
ACC-00428,Porto da Conceição S/A,dacruzaragão.com.br,Indústria,SP,media,221,2023-10-16
ACC-00429,Brito,jesusltda..com.br,Indústria,RS,pequena,81,2023-04-29
ACC-00430,Rezende,abreunovaess.net.br,Tecnologia,SP,media,337,2023-09-08
ACC-00431,Sá da Paz Ltda.,mendes.com.br,Indústria,RS,media,321,2023-07-12
ACC-00432,Vargas S/A,ramos.com.br,Varejo,SP,media,249,2023-06-01
ACC-00433,Cavalcanti - ME,nascimentoso.com.br,Varejo,BA,,52,2023-01-25
ACC-00434,Souza da Rocha S/A,andradegonça.com.br,Serviços,MG,pequena,52,2023-05-20
ACC-00435,Farias Ltda.,darosa-ei.com.br,Indústria,DF,pequena,138,2024-06-05
ACC-00436,Carvalho,ramos.com.br,Saúde,SP,media,194,2024-04-14
ACC-00437,Camargo Farias S.A.,damata.com.br,Indústria,SP,media,341,2023-12-21
ACC-00438,Silva,ramos.com.br,Serviços,SP,pequena,129,2024-02-19
ACC-00439,Nunes,albuquerques.com.br,Varejo,SP,media,294,2023-07-25
ACC-00440,Lima,cavalcantipi.com.br,Financeiro,MG,grande,399,2024-06-06
ACC-00441,Rios,borges.org.br,Serviços,SP,media,193,2023-06-23
ACC-00442,Duarte,cirinos.a..net.br,Serviços,SP,,412,2024-02-14
ACC-00443,Machado Sá Ltda.,abreudaluz-m.com.br,Tecnologia,SP,pequena,138,2023-04-29
ACC-00444,da Luz e Filhos,darosa.com.br,Varejo,RJ,pequena,50,2023-06-18
ACC-00445,Araújo Rios S/A,sales.com.br,Varejo,SP,grande,410,2023-03-01
ACC-00446,Guerra Rodrigues - EI,dasneves.org.br,Indústria,SP,grande,443,2023-08-03
ACC-00447,Porto Ltda.,sales.net.br,Serviços,SP,pequena,94,2024-05-23
ACC-00448,Câmara Carvalho - ME,pimenta.com.br,Educação,PE,pequena,115,2023-08-03
ACC-00449,Leão,marquessouza.org.br,Serviços,SP,media,174,2023-09-07
ACC-00450,Teixeira da Cruz e Filhos,sá.com.br,Financeiro,SP,grande,356,2024-04-22
ACC-00451,Barbosa,moura-me.com.br,Indústria,SP,media,233,2023-11-18
ACC-00452,Oliveira Nascimento S.A.,araújo-ei.com.br,Indústria,MG,grande,382,2024-03-05
ACC-00453,Rodrigues S.A.,duartemoreir.net.br,Tecnologia,SP,pequena,65,2024-06-22
ACC-00454,Araújo,borges.org.br,Serviços,PR,pequena,78,2023-01-12
ACC-00455,Marques,cardoso.com.br,Financeiro,RJ,pequena,97,2024-05-13
ACC-00456,Silveira,novais-me.org.br,Tecnologia,PR,grande,352,2023-12-25
ACC-00457,Souza S.A.,gonçalvesltd.com.br,Tecnologia,SP,media,218,2023-06-24
ACC-00458,Sampaio,aparecida-me.com.br,Indústria,PE,pequena,97,2024-05-25
ACC-00459,Melo S/A,nogueiras/a.net.br,Financeiro,MG,media,273,2024-04-22
ACC-00460,Vargas Carvalho e Filhos,jesus.com.br,Varejo,SP,pequena,111,2024-06-10
ACC-00461,Machado,freitas.org.br,Saúde,RJ,media,179,2023-06-19
ACC-00462,Rodrigues e Filhos,garcia.org.br,Varejo,SP,grande,449,2023-12-05
ACC-00463,Nascimento Gonçalves - EI,rezendeferre.net.br,Financeiro,MG,pequena,90,2024-02-27
ACC-00464,da Rosa - ME,siqueiracâma.net.br,Tecnologia,PR,grande,463,2023-09-03
ACC-00465,da Conceição,nascimento.com.br,Educação,SP,pequena,108,2023-06-28
ACC-00466,Correia,marquesferre.com.br,Indústria,SP,pequena,97,2023-08-01
ACC-00467,Pimenta,andradeefilh.com.br,Tecnologia,SP,media,226,2023-02-05
ACC-00468,Brito - EI,dacostas.a..net.br,Indústria,SP,pequena,121,2023-11-12
ACC-00469,da Cruz e Filhos,machado-ei.net.br,Financeiro,DF,pequena,89,2024-02-14
ACC-00470,Nogueira Cunha S/A,guerra-me.net.br,Tecnologia,SP,grande,488,2024-03-26
ACC-00471,Oliveira,montenegroda.org.br,Serviços,SP,media,190,2023-03-24
ACC-00472,Casa Grande,dacosta.com.br,Tecnologia,SP,grande,417,2023-02-08
ACC-00473,Novais - EI,jesusdarosal.com.br,Financeiro,CE,pequena,81,2023-01-09
ACC-00474,Aragão,piresrocha-m.net.br,Agronegócio,MG,pequena,137,2023-02-17
ACC-00475,Viana,ramos.com.br,Varejo,PR,media,211,2024-03-02
ACC-00476,Jesus,sampaio.org.br,Serviços,BA,grande,419,2023-04-03
ACC-00477,da Costa,darosagarcia.org.br,Serviços,SP,pequena,76,2023-02-15
ACC-00478,Araújo,darosasantos.net.br,Varejo,PR,grande,493,2023-06-08
ACC-00479,Gomes da Cruz Ltda.,leão.com.br,Indústria,SP,pequena,52,2024-05-26
ACC-00480,Freitas,fariasramoss.net.br,Serviços,SP,media,282,2024-02-21
ACC-00481,Aragão da Mata - ME,nascimentoef.com.br,Varejo,RJ,pequena,131,2023-06-30
ACC-00482,Mendes Costela Ltda.,barbosas.a..com.br,Varejo,PE,media,259,2023-03-09
ACC-00483,Correia Sousa S/A,albuquerque.com.br,Varejo,SC,media,252,2024-02-20
ACC-00484,Gonçalves da Costa - EI,dacruz.com.br,Tecnologia,outros,pequena,88,2023-02-08
ACC-00485,Garcia,vasconcelos.com.br,,SP,media,180,2024-04-13
ACC-00486,das Neves,nascimento.com.br,Varejo,SP,pequena,85,2023-01-26
ACC-00487,Martins,fonseca.com.br,Tecnologia,SP,grande,369,2024-06-10
ACC-00488,Costela,silveira-me.net.br,Varejo,SP,pequena,119,2024-03-14
ACC-00489,Aparecida,dias.net.br,Financeiro,SP,grande,422,2024-01-06
ACC-00490,Novaes,sousacasagra.com.br,Serviços,SP,grande,351,2024-03-21
ACC-00491,Costa Farias S.A.,darocha.net.br,Varejo,SP,media,180,2024-04-16
ACC-00492,Monteiro Novaes e Filhos,nunes.com.br,Serviços,MG,media,156,2024-02-19
ACC-00493,Silveira,dacunha.com.br,Varejo,PE,grande,431,2024-02-20
ACC-00494,Siqueira Vieira Ltda.,marques.com.br,Serviços,SP,pequena,143,2023-04-26
ACC-00495,Cirino,carvalhosilv.net.br,Financeiro,SP,media,346,2023-11-19
ACC-00496,Rios S/A,mouras/a.org.br,Tecnologia,SP,pequena,51,2023-10-22
ACC-00497,Azevedo Santos S.A.,jesuss.a..com.br,Varejo,SP,media,347,2024-01-05
ACC-00498,Freitas,cunha-ei.com.br,Varejo,SP,media,238,2023-10-08
ACC-00499,Ribeiro,pintoefilhos.net.br,Tecnologia,GO,pequena,122,2023-06-25
ACC-00500,Nascimento - EI,almeida.org.br,Varejo,SP,media,210,2023-06-03
ACC-00501,Moura e Filhos,albuquerque.com.br,,RJ,media,233,2023-05-28
ACC-00502,Almeida,nascimento.com.br,Tecnologia,SP,media,171,2023-01-03
ACC-00503,Brito - EI,cavalcanti.com.br,Serviços,SP,pequena,56,2023-05-05
ACC-00504,Fogaça,dacostacorre.net.br,Educação,MG,media,179,2024-01-12
ACC-00505,Barros,vieira.com.br,Serviços,SP,,179,2023-06-26
ACC-00506,Nunes,guerra.net.br,Varejo,MG,pequena,77,2023-01-17
ACC-00507,Rezende e Filhos,sampaiocâmar.com.br,Serviços,MG,pequena,112,2024-01-29
ACC-00508,Garcia,borges-me.com.br,Financeiro,RJ,media,344,2023-03-14
ACC-00509,Sampaio S.A.,araújo.com.br,Tecnologia,SP,,363,2024-01-28
ACC-00510,Nunes,monteiro-me.com.br,Varejo,PE,grande,440,2023-10-17
ACC-00511,Cunha Sales - EI,mouras/a.org.br,Varejo,SP,,324,2023-02-25
ACC-00512,Barbosa e Filhos,damata.org.br,Financeiro,MG,media,237,2023-04-20
ACC-00513,Cavalcanti Ltda.,nogueira.com.br,,SP,pequena,56,2024-05-30
ACC-00514,Sá Silva - ME,costela-ei.com.br,Tecnologia,BA,media,224,2024-03-16
ACC-00515,Nunes Gomes e Filhos,darosas.a..com.br,Saúde,RJ,pequena,69,2023-02-26
ACC-00516,Vieira Sales e Filhos,gomes.com.br,,SP,pequena,109,2023-10-14
ACC-00517,Aragão,montenegroef.org.br,Serviços,RJ,pequena,107,2023-11-03
ACC-00518,Fernandes - EI,lopess.a..com.br,Tecnologia,MG,media,214,2023-03-10
ACC-00519,Alves,vasconcelos.com.br,,GO,pequena,87,2023-08-29
ACC-00520,Mendonça,viana.org.br,Serviços,SP,pequena,66,2023-12-26
ACC-00521,Cirino,fogaçanovaes.org.br,Tecnologia,MG,grande,423,2024-05-18
ACC-00522,da Cruz,barros.com.br,Educação,SP,pequena,105,2024-04-24
ACC-00523,Garcia Silva e Filhos,barrosltda..com.br,Varejo,SP,media,323,2024-05-21
ACC-00524,Caldeira,sousagomeslt.org.br,Varejo,RJ,media,280,2023-09-29
ACC-00525,Fonseca,abreultda..com.br,Serviços,SP,pequena,138,2023-10-04
ACC-00526,Borges Cirino - ME,caldeira.net.br,Varejo,SP,pequena,101,2023-08-26
ACC-00527,Caldeira,novais.com.br,Saúde,MG,grande,425,2023-07-06
ACC-00528,Peixoto - EI,borgesltda..org.br,Varejo,PE,grande,430,2023-08-22
ACC-00529,da Rocha - ME,gomes.com.br,Educação,MG,pequena,125,2023-02-11
ACC-00530,Silveira - EI,vasconcelos.com.br,Indústria,SP,pequena,50,2023-01-26
ACC-00531,Cavalcante,oliveiramore.org.br,Tecnologia,SP,media,290,2024-02-18
ACC-00532,Casa Grande,damatadarosa.net.br,Varejo,outros,pequena,106,2023-12-13
ACC-00533,Leão,cavalcante-m.net.br,,PR,media,202,2023-09-04
ACC-00534,Fonseca Ltda.,mendes.com.br,Saúde,SP,media,301,2023-09-21
ACC-00535,Marques Caldeira S.A.,silveirapire.com.br,Serviços,MG,media,244,2023-08-12
ACC-00536,Farias,abreu.net.br,Agronegócio,RJ,media,332,2023-07-05
ACC-00537,Farias,farias.com.br,Financeiro,RS,media,194,2024-01-05
ACC-00538,da Rosa Duarte - EI,rezende.com.br,Varejo,MG,grande,439,2023-07-21
ACC-00539,Dias,mendesdiass..net.br,Financeiro,RJ,,92,2024-04-11
ACC-00540,Oliveira,sousa.org.br,Financeiro,RJ,media,279,2023-08-23
ACC-00541,Fonseca,duartegarcia.org.br,Educação,DF,media,175,2024-06-23
ACC-00542,Rodrigues Vargas - EI,nuness.a..com.br,Varejo,PR,media,272,2023-10-16
ACC-00543,Macedo da Rocha e Filhos,siqueira-me.org.br,Tecnologia,SP,media,349,2023-08-25
ACC-00544,Carvalho,vieira-me.com.br,Varejo,RJ,pequena,98,2023-01-02
ACC-00545,Ribeiro,dacosta.com.br,Tecnologia,SP,media,313,2023-03-26
ACC-00546,Machado - EI,silvalima-me.com.br,Tecnologia,RJ,pequena,139,2023-08-19
ACC-00547,Nascimento,pacheco.com.br,Saúde,SP,grande,448,2023-10-30
ACC-00548,Vieira Ltda.,nogueira.com.br,Serviços,MG,grande,470,2023-08-22
ACC-00549,Cavalcante,caldeiras.a..com.br,Agronegócio,PR,pequena,79,2024-06-15
ACC-00550,Sá,nunesefilhos.com.br,Tecnologia,SP,media,318,2023-05-08
ACC-00551,Caldeira,vieira.net.br,Tecnologia,RS,media,235,2023-05-21
ACC-00552,Moraes Souza - EI,britoltda..org.br,Serviços,GO,media,309,2024-05-06
ACC-00553,Vargas,machadofreit.com.br,Financeiro,SP,pequena,94,2024-03-14
ACC-00554,da Rocha - ME,ferreiraalve.org.br,Educação,BA,grande,357,2023-06-19
ACC-00555,Ferreira das Neves Ltda.,camargoefilh.com.br,,PE,media,348,2023-05-01
ACC-00556,Moreira Mendes Ltda.,viana.com.br,Varejo,MG,pequena,74,2023-08-07
ACC-00557,Silveira,brito.com.br,Indústria,SP,media,239,2023-07-19
ACC-00558,da Rosa S/A,dias.net.br,Tecnologia,SC,media,275,2023-08-08
ACC-00559,Rocha S.A.,almeidaltda..net.br,Indústria,SP,media,179,2023-04-14
ACC-00560,Farias Novais - ME,moreiracaval.com.br,Indústria,SC,pequena,91,2023-02-09
ACC-00561,Pires,daconceição.com.br,Tecnologia,SP,pequena,61,2024-03-21
ACC-00562,Gonçalves,cirinoportoe.com.br,Tecnologia,SC,pequena,85,2024-02-21
ACC-00563,Machado Pastor - ME,sousa-ei.com.br,Varejo,SP,pequena,138,2023-02-15
ACC-00564,Costela da Mota e Filhos,abreu.net.br,Varejo,GO,grande,359,2023-05-15
ACC-00565,Fonseca Duarte S.A.,oliveiras/a.net.br,Varejo,MG,pequena,147,2023-07-27
ACC-00566,Rios,camargo.com.br,Tecnologia,BA,media,210,2023-07-23
ACC-00567,Peixoto,moura.net.br,Varejo,RJ,media,151,2023-04-04
ACC-00568,Pastor,pimenta.com.br,,MG,grande,365,2023-07-11
ACC-00569,Pinto,ferreiraltda.com.br,Varejo,RJ,media,198,2024-02-15
ACC-00570,Rocha S.A.,rochasantosl.com.br,Serviços,SP,grande,354,2023-08-19
ACC-00571,das Neves Camargo S.A.,campos.com.br,Varejo,RJ,pequena,74,2024-01-01
ACC-00572,Moraes Gomes - ME,sales.org.br,Educação,SC,media,302,2024-05-05
ACC-00573,Mendonça Porto - EI,oliveiragome.net.br,Agronegócio,RJ,media,184,2023-12-15
ACC-00574,Carvalho,novaiscavalc.net.br,Saúde,SP,grande,473,2023-11-04
ACC-00575,Fogaça S/A,diasmachado-.com.br,Agronegócio,SP,media,283,2023-11-13
ACC-00576,Gomes Novais - EI,carvalho.com.br,Saúde,SP,pequena,123,2023-09-10
ACC-00577,Leão,jesus.org.br,Varejo,BA,media,191,2023-05-17
ACC-00578,Barros Nunes S/A,mendonça.com.br,Serviços,PR,media,167,2023-12-11
ACC-00579,Nascimento da Paz S.A.,darochaandra.com.br,Tecnologia,DF,grande,386,2023-04-01
ACC-00580,Novaes,nunes.com.br,Varejo,RJ,media,200,2023-05-02
ACC-00581,Vasconcelos,oliveiras/a.com.br,Agronegócio,PR,grande,411,2024-01-07
ACC-00582,Teixeira e Filhos,nogueira.com.br,Varejo,CE,media,291,2023-12-27
ACC-00583,Lima Caldeira e Filhos,nogueira.net.br,Tecnologia,CE,media,288,2024-05-21
ACC-00584,Ferreira,darosaandrad.com.br,Tecnologia,SP,pequena,120,2024-03-27
ACC-00585,Costela Sousa - EI,macedos/a.com.br,,SP,media,279,2023-08-15
ACC-00586,Cavalcante,santos.net.br,Varejo,SP,pequena,81,2023-09-05
ACC-00587,Nunes Ltda.,vianacostela.com.br,Saúde,MG,media,319,2023-03-17
ACC-00588,Duarte Santos Ltda.,peixoto.org.br,Serviços,RS,pequena,89,2024-03-13
ACC-00589,Moraes,oliveira.org.br,Serviços,RJ,pequena,105,2024-01-30
ACC-00590,da Mota e Filhos,carvalho-me.com.br,Indústria,MG,media,338,2024-03-04
ACC-00591,Silva Duarte S.A.,sampaiocardo.org.br,Serviços,PR,media,348,2023-01-22
ACC-00592,Oliveira Pires Ltda.,mendonça.com.br,Indústria,CE,media,279,2024-04-30
ACC-00593,Barbosa,garcia.com.br,Tecnologia,SP,pequena,103,2023-08-20
ACC-00594,Sales,guerra-ei.net.br,Varejo,RJ,media,271,2024-01-02
ACC-00595,Duarte,marques.com.br,Varejo,PE,media,152,2023-07-07
ACC-00596,Siqueira - ME,vasconcelose.com.br,Indústria,SP,media,202,2024-04-05
ACC-00597,Cunha,azevedo.com.br,,CE,pequena,70,2023-01-02
ACC-00598,da Mata,cunha.org.br,,RJ,media,294,2023-06-05
ACC-00599,Novaes,dapaz.net.br,Saúde,SP,grande,414,2023-05-20
ACC-00600,Aparecida S/A,nunesmendonç.com.br,Agronegócio,SP,media,255,2023-01-21
ACC-00601,Castro - ME,almeida.com.br,Varejo,RJ,media,302,2024-01-20
ACC-00602,Costa,abreu.com.br,Agronegócio,PR,media,313,2023-03-28
ACC-00603,Borges,rezendedaros.net.br,Tecnologia,RJ,pequena,67,2023-06-16
ACC-00604,Freitas e Filhos,dacunha.org.br,Varejo,SP,grande,415,2023-05-29
ACC-00605,Silveira,aragãogonçal.com.br,Serviços,GO,media,170,2023-03-17
ACC-00606,Abreu S.A.,limarezendes.com.br,Varejo,SP,media,253,2023-09-02
ACC-00607,Pastor Câmara - EI,barbosa.com.br,Varejo,SP,pequena,143,2023-04-12
ACC-00608,Sampaio Ltda.,albuquerque.com.br,Varejo,BA,pequena,139,2024-04-12
ACC-00609,Mendes Barbosa S.A.,limaefilhos.net.br,Educação,MG,media,173,2023-02-07
ACC-00610,Caldeira Ltda.,borges.net.br,Tecnologia,SP,pequena,60,2023-03-12
ACC-00611,Garcia Vasconcelos S.A.,darosa.com.br,Varejo,RJ,media,283,2023-03-28
ACC-00612,Pimenta e Filhos,azevedomoura.com.br,Serviços,SP,pequena,64,2023-12-08
ACC-00613,Pires Souza S.A.,macedoferrei.com.br,Serviços,RJ,media,225,2023-02-17
ACC-00614,Cunha,pimenta.org.br,Varejo,RJ,pequena,87,2023-02-04
ACC-00615,Pastor e Filhos,britos.a..org.br,,SP,pequena,134,2023-06-26
ACC-00616,Dias,ferreira.com.br,Tecnologia,RS,pequena,95,2023-05-27
ACC-00617,da Cruz - EI,dacruzdamota.com.br,Serviços,SP,pequena,56,2023-09-28
