spend_id,week_start,week_end,channel,spend_brl,impressions,clicks,week_number
SPD-0046-WEBINA,2023-11-12,2023-11-18,webinar_evento,858.55,1321,26,46
SPD-0046-ORGANI,2023-11-12,2023-11-18,organic_search,0.0,0,0,46
SPD-0046-DIRECT,2023-11-12,2023-11-18,direct,0.0,0,0,46
SPD-0047-PAID_S,2023-11-19,2023-11-25,paid_search,4831.78,29597,358,47
SPD-0047-LINKED,2023-11-19,2023-11-25,linkedin_ads,3567.03,9624,195,47
SPD-0047-META_A,2023-11-19,2023-11-25,meta_ads,2314.85,47468,807,47
SPD-0047-EMAIL_,2023-11-19,2023-11-25,email_marketing,414.15,30197,583,47
SPD-0047-WEBINA,2023-11-19,2023-11-25,webinar_evento,1122.65,2308,29,47
SPD-0047-ORGANI,2023-11-19,2023-11-25,organic_search,0.0,0,0,47
SPD-0047-DIRECT,2023-11-19,2023-11-25,direct,0.0,0,0,47
SPD-0048-PAID_S,2023-11-26,2023-12-02,paid_search,4611.15,41640,1049,48
SPD-0048-LINKED,2023-11-26,2023-12-02,linkedin_ads,3263.36,12232,189,48
SPD-0048-META_A,2023-11-26,2023-12-02,meta_ads,1921.82,14589,325,48
SPD-0048-EMAIL_,2023-11-26,2023-12-02,email_marketing,367.02,55969,1776,48
SPD-0048-WEBINA,2023-11-26,2023-12-02,webinar_evento,832.39,1684,19,48
SPD-0048-ORGANI,2023-11-26,2023-12-02,organic_search,0.0,0,0,48
SPD-0048-DIRECT,2023-11-26,2023-12-02,direct,0.0,0,0,48
SPD-0049-PAID_S,2023-12-03,2023-12-09,paid_search,4198.56,18180,604,49
SPD-0049-LINKED,2023-12-03,2023-12-09,linkedin_ads,3045.92,1699,76,49
SPD-0049-META_A,2023-12-03,2023-12-09,meta_ads,1817.54,47341,411,49
SPD-0049-EMAIL_,2023-12-03,2023-12-09,email_marketing,402.55,32132,758,49
SPD-0049-WEBINA,2023-12-03,2023-12-09,webinar_evento,899.52,463,18,49
SPD-0049-ORGANI,2023-12-03,2023-12-09,organic_search,0.0,0,0,49
SPD-0049-DIRECT,2023-12-03,2023-12-09,direct,0.0,0,0,49
SPD-0050-PAID_S,2023-12-10,2023-12-16,paid_search,4669.03,19694,428,50
SPD-0050-LINKED,2023-12-10,2023-12-16,linkedin_ads,3265.26,3521,99,50
SPD-0050-META_A,2023-12-10,2023-12-16,meta_ads,1920.24,13203,454,50
SPD-0050-EMAIL_,2023-12-10,2023-12-16,email_marketing,353.79,12459,496,50
SPD-0050-WEBINA,2023-12-10,2023-12-16,webinar_evento,902.45,1329,39,50
SPD-0050-ORGANI,2023-12-10,2023-12-16,organic_search,0.0,0,0,50
SPD-0050-DIRECT,2023-12-10,2023-12-16,direct,0.0,0,0,50
SPD-0051-PAID_S,2023-12-17,2023-12-23,paid_search,1307.34,2857,117,51
SPD-0051-LINKED,2023-12-17,2023-12-23,linkedin_ads,696.06,799,32,51
SPD-0051-META_A,2023-12-17,2023-12-23,meta_ads,651.69,13220,200,51
SPD-0051-EMAIL_,2023-12-17,2023-12-23,email_marketing,100.61,8778,239,51
SPD-0051-WEBINA,2023-12-17,2023-12-23,webinar_evento,252.12,248,8,51
SPD-0051-ORGANI,2023-12-17,2023-12-23,organic_search,0.0,0,0,51
SPD-0051-DIRECT,2023-12-17,2023-12-23,direct,0.0,0,0,51
SPD-0052-PAID_S,2023-12-24,2023-12-30,paid_search,1307.87,4508,99,52
SPD-0052-LINKED,2023-12-24,2023-12-30,linkedin_ads,777.02,740,32,52
SPD-0052-META_A,2023-12-24,2023-12-30,meta_ads,531.05,4717,129,52
SPD-0052-EMAIL_,2023-12-24,2023-12-30,email_marketing,119.57,13838,333,52
SPD-0052-WEBINA,2023-12-24,2023-12-30,webinar_evento,315.14,466,14,52
SPD-0052-ORGANI,2023-12-24,2023-12-30,organic_search,0.0,0,0,52
SPD-0052-DIRECT,2023-12-24,2023-12-30,direct,0.0,0,0,52
SPD-0053-PAID_S,2023-12-31,2024-01-06,paid_search,1197.18,1931,67,53
SPD-0053-LINKED,2023-12-31,2024-01-06,linkedin_ads,668.64,470,16,53
SPD-0053-META_A,2023-12-31,2024-01-06,meta_ads,567.79,17967,243,53
SPD-0053-EMAIL_,2023-12-31,2024-01-06,email_marketing,109.26,6695,267,53
SPD-0053-WEBINA,2023-12-31,2024-01-06,webinar_evento,250.79,290,5,53
SPD-0053-ORGANI,2023-12-31,2024-01-06,organic_search,0.0,0,0,53
SPD-0053-DIRECT,2023-12-31,2024-01-06,direct,0.0,0,0,53
SPD-0054-PAID_S,2024-01-07,2024-01-13,paid_search,1315.11,13915,313,54
SPD-0054-LINKED,2024-01-07,2024-01-13,linkedin_ads,722.56,1115,22,54
SPD-0054-META_A,2024-01-07,2024-01-13,meta_ads,614.47,12281,351,54
SPD-0054-EMAIL_,2024-01-07,2024-01-13,email_marketing,107.82,99984,933,54
SPD-0054-WEBINA,2024-01-07,2024-01-13,webinar_evento,255.88,137,6,54
SPD-0054-ORGANI,2024-01-07,2024-01-13,organic_search,0.0,0,0,54
SPD-0054-DIRECT,2024-01-07,2024-01-13,direct,0.0,0,0,54
SPD-0055-PAID_S,2024-01-14,2024-01-20,paid_search,3476.59,7522,253,55
SPD-0055-LINKED,2024-01-14,2024-01-20,linkedin_ads,2959.23,2307,101,55
SPD-0055-META_A,2024-01-14,2024-01-20,meta_ads,1848.89,19928,353,55
SPD-0055-EMAIL_,2024-01-14,2024-01-20,email_marketing,388.86,11686,487,55
SPD-0055-WEBINA,2024-01-14,2024-01-20,webinar_evento,851.39,1388,16,55
SPD-0055-ORGANI,2024-01-14,2024-01-20,organic_search,0.0,0,0,55
SPD-0055-DIRECT,2024-01-14,2024-01-20,direct,0.0,0,0,55
SPD-0056-PAID_S,2024-01-21,2024-01-27,paid_search,4452.54,16249,526,56
SPD-0056-LINKED,2024-01-21,2024-01-27,linkedin_ads,2674.09,13106,217,56
SPD-0056-META_A,2024-01-21,2024-01-27,meta_ads,1509.38,11872,464,56
SPD-0056-EMAIL_,2024-01-21,2024-01-27,email_marketing,379.4,15343,581,56
SPD-0056-WEBINA,2024-01-21,2024-01-27,webinar_evento,876.47,857,23,56
SPD-0056-ORGANI,2024-01-21,2024-01-27,organic_search,0.0,0,0,56
SPD-0056-DIRECT,2024-01-21,2024-01-27,direct,0.0,0,0,56
SPD-0057-PAID_S,2024-01-28,2024-02-03,paid_search,3513.88,8312,288,57
SPD-0057-LINKED,2024-01-28,2024-02-03,linkedin_ads,2894.38,6371,79,57
SPD-0057-META_A,2024-01-28,2024-02-03,meta_ads,2040.76,22946,928,57
SPD-0057-EMAIL_,2024-01-28,2024-02-03,email_marketing,311.08,26893,700,57
SPD-0057-WEBINA,2024-01-28,2024-02-03,webinar_evento,838.37,1748,26,57
SPD-0057-ORGANI,2024-01-28,2024-02-03,organic_search,0.0,0,0,57
SPD-0057-DIRECT,2024-01-28,2024-02-03,direct,0.0,0,0,57
SPD-0058-PAID_S,2024-02-04,2024-02-10,paid_search,1495.76,4514,89,58
SPD-0058-LINKED,2024-02-04,2024-02-10,linkedin_ads,973.11,969,24,58
SPD-0058-META_A,2024-02-04,2024-02-10,meta_ads,732.34,9016,219,58
SPD-0058-EMAIL_,2024-02-04,2024-02-10,email_marketing,104.62,18220,558,58
SPD-0058-WEBINA,2024-02-04,2024-02-10,webinar_evento,365.66,407,17,58
SPD-0058-ORGANI,2024-02-04,2024-02-10,organic_search,0.0,0,0,58
SPD-0058-DIRECT,2024-02-04,2024-02-10,direct,0.0,0,0,58
SPD-0059-PAID_S,2024-02-11,2024-02-17,paid_search,1372.84,3455,142,59
SPD-0059-LINKED,2024-02-11,2024-02-17,linkedin_ads,1123.74,2083,38,59
SPD-0059-META_A,2024-02-11,2024-02-17,meta_ads,561.79,6073,224,59
SPD-0059-EMAIL_,2024-02-11,2024-02-17,email_marketing,112.74,12612,192,59
SPD-0059-WEBINA,2024-02-11,2024-02-17,webinar_evento,320.55,375,10,59
SPD-0059-ORGANI,2024-02-11,2024-02-17,organic_search,0.0,0,0,59
SPD-0059-DIRECT,2024-02-11,2024-02-17,direct,0.0,0,0,59
SPD-0060-PAID_S,2024-02-18,2024-02-24,paid_search,4273.35,5787,239,60
SPD-0060-LINKED,2024-02-18,2024-02-24,linkedin_ads,2988.49,4166,175,60
SPD-0060-META_A,2024-02-18,2024-02-24,meta_ads,2137.71,15200,391,60
SPD-0060-EMAIL_,2024-02-18,2024-02-24,email_marketing,300.79,21363,478,60
SPD-0060-WEBINA,2024-02-18,2024-02-24,webinar_evento,866.35,906,26,60
SPD-0060-ORGANI,2024-02-18,2024-02-24,organic_search,0.0,0,0,60
SPD-0060-DIRECT,2024-02-18,2024-02-24,direct,0.0,0,0,60
SPD-0061-PAID_S,2024-02-25,2024-03-02,paid_search,3880.22,8978,287,61
SPD-0061-LINKED,2024-02-25,2024-03-02,linkedin_ads,2781.19,4712,201,61
SPD-0061-META_A,2024-02-25,2024-03-02,meta_ads,1782.32,21308,530,61
SPD-0061-EMAIL_,2024-02-25,2024-03-02,email_marketing,327.72,67175,572,61
SPD-0061-WEBINA,2024-02-25,2024-03-02,webinar_evento,1061.8,1200,54,61
SPD-0061-ORGANI,2024-02-25,2024-03-02,organic_search,0.0,0,0,61
SPD-0061-DIRECT,2024-02-25,2024-03-02,direct,0.0,0,0,61
SPD-0062-PAID_S,2024-03-03,2024-03-09,paid_search,5025.53,39083,1126,62
SPD-0062-LINKED,2024-03-03,2024-03-09,linkedin_ads,2972.01,1891,68,62
SPD-0062-META_A,2024-03-03,2024-03-09,meta_ads,2130.67,14538,652,62
SPD-0062-EMAIL_,2024-03-03,2024-03-09,email_marketing,425.06,40661,924,62
SPD-0062-WEBINA,2024-03-03,2024-03-09,webinar_evento,987.81,705,21,62
SPD-0062-ORGANI,2024-03-03,2024-03-09,organic_search,0.0,0,0,62
SPD-0062-DIRECT,2024-03-03,2024-03-09,direct,0.0,0,0,62
SPD-0063-PAID_S,2024-03-10,2024-03-16,paid_search,5446.41,15974,472,63
SPD-0063-LINKED,2024-03-10,2024-03-16,linkedin_ads,3158.2,3596,84,63
SPD-0063-META_A,2024-03-10,2024-03-16,meta_ads,2423.82,26020,875,63
SPD-0063-EMAIL_,2024-03-10,2024-03-16,email_marketing,461.0,34918,722,63
SPD-0063-WEBINA,2024-03-10,2024-03-16,webinar_evento,1150.04,4629,47,63
SPD-0063-ORGANI,2024-03-10,2024-03-16,organic_search,0.0,0,0,63
SPD-0063-DIRECT,2024-03-10,2024-03-16,direct,0.0,0,0,63
SPD-0064-PAID_S,2024-03-17,2024-03-23,paid_search,5337.79,39554,350,64
SPD-0064-LINKED,2024-03-17,2024-03-23,linkedin_ads,3757.93,3373,140,64
SPD-0064-META_A,2024-03-17,2024-03-23,meta_ads,2369.63,11046,429,64
SPD-0064-EMAIL_,2024-03-17,2024-03-23,email_marketing,473.92,53447,877,64
SPD-0064-WEBINA,2024-03-17,2024-03-23,webinar_evento,1015.43,1448,20,64
SPD-0064-ORGANI,2024-03-17,2024-03-23,organic_search,0.0,0,0,64
SPD-0064-DIRECT,2024-03-17,2024-03-23,direct,0.0,0,0,64
SPD-0065-PAID_S,2024-03-24,2024-03-30,paid_search,5602.56,21405,865,65
SPD-0065-LINKED,2024-03-24,2024-03-30,linkedin_ads,3166.32,1817,79,65
SPD-0065-META_A,2024-03-24,2024-03-30,meta_ads,2058.55,27641,453,65
SPD-0065-EMAIL_,2024-03-24,2024-03-30,email_marketing,446.31,34981,662,65
SPD-0065-WEBINA,2024-03-24,2024-03-30,webinar_evento,860.14,1749,25,65
SPD-0065-ORGANI,2024-03-24,2024-03-30,organic_search,0.0,0,0,65
SPD-0065-DIRECT,2024-03-24,2024-03-30,direct,0.0,0,0,65
SPD-0066-PAID_S,2024-03-31,2024-04-06,paid_search,4686.74,14982,643,66
SPD-0066-LINKED,2024-03-31,2024-04-06,linkedin_ads,3294.38,2584,78,66
SPD-0066-META_A,2024-03-31,2024-04-06,meta_ads,1675.7,9717,330,66
SPD-0066-EMAIL_,2024-03-31,2024-04-06,email_marketing,412.54,111357,1133,66
SPD-0066-WEBINA,2024-03-31,2024-04-06,webinar_evento,1107.95,1296,21,66
SPD-0066-ORGANI,2024-03-31,2024-04-06,organic_search,0.0,0,0,66
SPD-0066-DIRECT,2024-03-31,2024-04-06,direct,0.0,0,0,66
SPD-0067-PAID_S,2024-04-07,2024-04-13,paid_search,4532.22,45078,1291,67
SPD-0067-LINKED,2024-04-07,2024-04-13,linkedin_ads,2619.31,6218,106,67
SPD-0067-META_A,2024-04-07,2024-04-13,meta_ads,1681.18,28926,497,67
SPD-0067-EMAIL_,2024-04-07,2024-04-13,email_marketing,341.77,19731,677,67
SPD-0067-WEBINA,2024-04-07,2024-04-13,webinar_evento,989.25,4021,38,67
SPD-0067-ORGANI,2024-04-07,2024-04-13,organic_search,0.0,0,0,67
SPD-0067-DIRECT,2024-04-07,2024-04-13,direct,0.0,0,0,67
SPD-0068-PAID_S,2024-04-14,2024-04-20,paid_search,4710.23,6580,291,68
SPD-0068-LINKED,2024-04-14,2024-04-20,linkedin_ads,3280.97,2409,99,68
SPD-0068-META_A,2024-04-14,2024-04-20,meta_ads,1809.15,8374,363,68
SPD-0068-EMAIL_,2024-04-14,2024-04-20,email_marketing,387.48,45046,990,68
SPD-0068-WEBINA,2024-04-14,2024-04-20,webinar_evento,846.76,677,26,68
SPD-0068-ORGANI,2024-04-14,2024-04-20,organic_search,0.0,0,0,68
SPD-0068-DIRECT,2024-04-14,2024-04-20,direct,0.0,0,0,68
SPD-0069-PAID_S,2024-04-21,2024-04-27,paid_search,4492.1,18353,630,69
SPD-0069-LINKED,2024-04-21,2024-04-27,linkedin_ads,2637.67,3962,86,69
SPD-0069-META_A,2024-04-21,2024-04-27,meta_ads,1863.56,11297,396,69
SPD-0069-EMAIL_,2024-04-21,2024-04-27,email_marketing,381.5,30403,1020,69
SPD-0069-WEBINA,2024-04-21,2024-04-27,webinar_evento,827.24,743,22,69
SPD-0069-ORGANI,2024-04-21,2024-04-27,organic_search,0.0,0,0,69
SPD-0069-DIRECT,2024-04-21,2024-04-27,direct,0.0,0,0,69
SPD-0070-PAID_S,2024-04-28,2024-05-04,paid_search,4467.13,13851,267,70
SPD-0070-LINKED,2024-04-28,2024-05-04,linkedin_ads,3154.13,4961,141,70
SPD-0070-META_A,2024-04-28,2024-05-04,meta_ads,2090.05,11195,447,70
SPD-0070-EMAIL_,2024-04-28,2024-05-04,email_marketing,390.05,29705,1329,70
SPD-0070-WEBINA,2024-04-28,2024-05-04,webinar_evento,1085.27,3180,31,70
SPD-0070-ORGANI,2024-04-28,2024-05-04,organic_search,0.0,0,0,70
SPD-0070-DIRECT,2024-04-28,2024-05-04,direct,0.0,0,0,70
SPD-0071-PAID_S,2024-05-05,2024-05-11,paid_search,3830.29,5673,245,71
SPD-0071-LINKED,2024-05-05,2024-05-11,linkedin_ads,3139.04,12386,125,71
SPD-0071-META_A,2024-05-05,2024-05-11,meta_ads,1860.57,49243,618,71
SPD-0071-EMAIL_,2024-05-05,2024-05-11,email_marketing,291.8,90166,1408,71
SPD-0071-WEBINA,2024-05-05,2024-05-11,webinar_evento,1017.57,1282,31,71
SPD-0071-ORGANI,2024-05-05,2024-05-11,organic_search,0.0,0,0,71
SPD-0071-DIRECT,2024-05-05,2024-05-11,direct,0.0,0,0,71
SPD-0072-PAID_S,2024-05-12,2024-05-18,paid_search,4320.63,6863,247,72
SPD-0072-LINKED,2024-05-12,2024-05-18,linkedin_ads,2932.89,2311,80,72
SPD-0072-META_A,2024-05-12,2024-05-18,meta_ads,1988.17,19121,554,72
SPD-0072-EMAIL_,2024-05-12,2024-05-18,email_marketing,341.08,50226,905,72
SPD-0072-WEBINA,2024-05-12,2024-05-18,webinar_evento,870.29,849,25,72
SPD-0072-ORGANI,2024-05-12,2024-05-18,organic_search,0.0,0,0,72
SPD-0072-DIRECT,2024-05-12,2024-05-18,direct,0.0,0,0,72
SPD-0073-PAID_S,2024-05-19,2024-05-25,paid_search,4156.84,39846,820,73
SPD-0073-LINKED,2024-05-19,2024-05-25,linkedin_ads,2634.12,3642,74,73
SPD-0073-META_A,2024-05-19,2024-05-25,meta_ads,1483.94,35014,924,73
SPD-0073-EMAIL_,2024-05-19,2024-05-25,email_marketing,303.26,23217,679,73
SPD-0073-WEBINA,2024-05-19,2024-05-25,webinar_evento,1083.95,2623,24,73
SPD-0073-ORGANI,2024-05-19,2024-05-25,organic_search,0.0,0,0,73
SPD-0073-DIRECT,2024-05-19,2024-05-25,direct,0.0,0,0,73
SPD-0074-PAID_S,2024-05-26,2024-06-01,paid_search,3958.72,14908,263,74
SPD-0074-LINKED,2024-05-26,2024-06-01,linkedin_ads,3242.46,9631,110,74
SPD-0074-META_A,2024-05-26,2024-06-01,meta_ads,1656.66,6669,298,74
SPD-0074-EMAIL_,2024-05-26,2024-06-01,email_marketing,396.72,33528,1222,74
SPD-0074-WEBINA,2024-05-26,2024-06-01,webinar_evento,821.15,739,25,74
SPD-0074-ORGANI,2024-05-26,2024-06-01,organic_search,0.0,0,0,74
SPD-0074-DIRECT,2024-05-26,2024-06-01,direct,0.0,0,0,74
SPD-0075-PAID_S,2024-06-02,2024-06-08,paid_search,4936.74,18978,500,75
SPD-0075-LINKED,2024-06-02,2024-06-08,linkedin_ads,2461.16,9388,97,75
SPD-0075-META_A,2024-06-02,2024-06-08,meta_ads,2112.58,48362,1610,75
SPD-0075-EMAIL_,2024-06-02,2024-06-08,email_marketing,315.0,39472,727,75
SPD-0075-WEBINA,2024-06-02,2024-06-08,webinar_evento,886.86,693,22,75
SPD-0075-ORGANI,2024-06-02,2024-06-08,organic_search,0.0,0,0,75
SPD-0075-DIRECT,2024-06-02,2024-06-08,direct,0.0,0,0,75
SPD-0076-PAID_S,2024-06-09,2024-06-15,paid_search,4889.16,19804,587,76
SPD-0076-LINKED,2024-06-09,2024-06-15,linkedin_ads,3216.69,3724,149,76
SPD-0076-META_A,2024-06-09,2024-06-15,meta_ads,2185.72,14234,414,76
SPD-0076-EMAIL_,2024-06-09,2024-06-15,email_marketing,377.2,28672,863,76
SPD-0076-WEBINA,2024-06-09,2024-06-15,webinar_evento,1099.11,1098,41,76
SPD-0076-ORGANI,2024-06-09,2024-06-15,organic_search,0.0,0,0,76
SPD-0076-DIRECT,2024-06-09,2024-06-15,direct,0.0,0,0,76
SPD-0077-PAID_S,2024-06-16,2024-06-22,paid_search,4167.41,21596,687,77
SPD-0077-LINKED,2024-06-16,2024-06-22,linkedin_ads,3095.53,2565,100,77
SPD-0077-META_A,2024-06-16,2024-06-22,meta_ads,1748.45,9784,313,77
SPD-0077-EMAIL_,2024-06-16,2024-06-22,email_marketing,388.43,54433,1334,77
SPD-0077-WEBINA,2024-06-16,2024-06-22,webinar_evento,1075.15,2701,62,77
SPD-0077-ORGANI,2024-06-16,2024-06-22,organic_search,0.0,0,0,77
SPD-0077-DIRECT,2024-06-16,2024-06-22,direct,0.0,0,0,77
SPD-0078-PAID_S,2024-06-23,2024-06-29,paid_search,4623.16,8175,323,78
SPD-0078-LINKED,2024-06-23,2024-06-29,linkedin_ads,3036.74,2647,70,78
SPD-0078-META_A,2024-06-23,2024-06-29,meta_ads,1939.43,10835,368,78
SPD-0078-EMAIL_,2024-06-23,2024-06-29,email_marketing,291.28,28686,816,78
SPD-0078-WEBINA,2024-06-23,2024-06-29,webinar_evento,1017.91,679,25,78
SPD-0078-ORGANI,2024-06-23,2024-06-29,organic_search,0.0,0,0,78
SPD-0078-DIRECT,2024-06-23,2024-06-29,direct,0.0,0,0,78
SPD-0079-PAID_S,2024-06-30,2024-07-06,paid_search,2831.06,12501,385,79
SPD-0079-LINKED,2024-06-30,2024-07-06,linkedin_ads,1700.8,3330,87,79
SPD-0079-META_A,2024-06-30,2024-07-06,meta_ads,1130.08,8780,220,79
SPD-0079-EMAIL_,2024-06-30,2024-07-06,email_marketing,173.01,10050,392,79
SPD-0079-WEBINA,2024-06-30,2024-07-06,webinar_evento,570.07,451,19,79
SPD-0079-ORGANI,2024-06-30,2024-07-06,organic_search,0.0,0,0,79
SPD-0079-DIRECT,2024-06-30,2024-07-06,direct,0.0,0,0,79
