opp_id,lead_id,account_id,first_touch_channel,stage,amount_brl,created_date,close_date,is_won,win_probability_hist,stage_prospecting_dt,stage_qualification_dt,stage_proposal_dt,stage_negotiation_dt,stage_closed_dt
OPP-00313,LEAD-001753,ACC-00315,meta_ads,Closed Lost,49500.0,2023-05-16,2023-07-05,0,0.165,2023-05-16,2023-05-16,2023-05-27,2023-05-28,2023-07-05
OPP-00314,LEAD-001757,ACC-01257,meta_ads,Closed Lost,66400.0,2023-05-24,2023-06-27,0,0.152,2023-05-24,2023-05-26,2023-06-04,2023-06-23,2023-06-27
OPP-00315,LEAD-001758,ACC-01886,linkedin_ads,Closed Won,41100.0,2023-05-25,2023-08-31,1,0.327,2023-05-25,2023-05-29,2023-08-11,2023-08-28,2023-08-31
OPP-00316,LEAD-001760,ACC-00443,direct,Closed Won,31500.0,2023-05-13,2023-06-16,1,0.343,2023-05-13,2023-05-14,2023-05-19,2023-06-11,2023-06-16
OPP-00317,LEAD-001774,ACC-00002,organic_search,Closed Lost,32700.0,2023-05-14,2023-08-05,0,0.238,2023-05-14,2023-05-31,2023-07-05,2023-07-10,2023-08-05
OPP-00318,LEAD-001778,ACC-00165,linkedin_ads,Closed Won,113000.0,2023-05-23,2023-08-22,1,0.342,2023-05-23,2023-06-05,2023-06-06,2023-07-09,2023-08-22
OPP-00319,LEAD-001784,ACC-01106,email_marketing,Closed Won,32100.0,2023-05-28,2023-07-24,1,0.277,2023-05-28,2023-06-18,2023-07-07,2023-07-22,2023-07-24
OPP-00320,LEAD-001787,ACC-00956,webinar_evento,Closed Lost,87900.0,2023-05-23,2023-08-30,0,0.374,2023-05-23,2023-06-11,2023-06-18,2023-07-31,2023-08-30
OPP-00321,LEAD-001789,ACC-00891,direct,Closed Won,187100.0,2023-05-22,2023-07-08,1,0.4,2023-05-22,2023-05-26,2023-05-26,2023-06-12,2023-07-08
OPP-00322,LEAD-001792,ACC-01135,linkedin_ads,Closed Lost,102400.0,2023-05-17,2023-08-19,0,0.327,2023-05-17,2023-05-18,2023-06-16,2023-07-02,2023-08-19
OPP-00323,LEAD-001802,ACC-00255,linkedin_ads,Closed Lost,35500.0,2023-05-20,2023-09-02,0,0.356,2023-05-20,2023-05-30,2023-06-04,2023-07-03,2023-09-02
OPP-00324,LEAD-001815,ACC-00925,linkedin_ads,Closed Won,210100.0,2023-05-22,2023-07-28,1,0.356,2023-05-22,2023-06-27,2023-06-27,2023-07-06,2023-07-28
OPP-00325,LEAD-001820,ACC-01683,paid_search,Closed Won,25300.0,2023-05-23,2023-06-13,1,0.209,2023-05-23,2023-05-26,2023-06-01,2023-06-06,2023-06-13
OPP-00326,LEAD-001821,ACC-00771,linkedin_ads,Closed Lost,107700.0,2023-05-22,2023-08-07,0,0.297,2023-05-22,2023-06-27,2023-07-08,2023-07-19,2023-08-07
OPP-00327,LEAD-001837,ACC-00072,email_marketing,Closed Lost,30300.0,2023-05-25,2023-07-18,0,0.208,2023-05-25,2023-06-28,2023-07-15,2023-07-15,2023-07-18
OPP-00328,LEAD-001839,ACC-00158,direct,Closed Won,169800.0,2023-05-24,2023-06-29,1,0.4,2023-05-24,2023-05-24,2023-06-10,2023-06-18,2023-06-29
OPP-00329,LEAD-001849,ACC-00983,organic_search,Closed Lost,30500.0,2023-05-24,2023-08-05,0,0.238,2023-05-24,2023-07-17,2023-07-17,2023-07-17,2023-08-05
OPP-00330,LEAD-001851,ACC-01007,paid_search,Closed Lost,125000.0,2023-05-23,2023-06-22,0,0.293,2023-05-23,2023-05-26,2023-06-08,2023-06-08,2023-06-22
OPP-00331,LEAD-001857,ACC-00436,organic_search,Closed Lost,54700.0,2023-05-28,2023-07-31,0,0.29,2023-05-28,2023-06-13,2023-07-27,2023-07-29,2023-07-31
OPP-00332,LEAD-001860,ACC-01207,paid_search,Closed Won,142500.0,2023-05-17,2023-07-11,1,0.23,2023-05-17,2023-05-22,2023-06-16,2023-06-30,2023-07-11
OPP-00333,LEAD-001864,ACC-01588,organic_search,Closed Won,84600.0,2023-05-26,2023-07-16,1,0.304,2023-05-26,2023-05-26,2023-05-27,2023-06-11,2023-07-16
OPP-00334,LEAD-001876,ACC-01364,linkedin_ads,Closed Lost,34600.0,2023-06-02,2023-07-21,0,0.327,2023-06-02,2023-06-15,2023-06-15,2023-06-20,2023-07-21
OPP-00335,LEAD-001882,ACC-00873,paid_search,Closed Lost,67000.0,2023-05-24,2023-07-09,0,0.219,2023-05-24,2023-05-28,2023-05-28,2023-06-27,2023-07-09
OPP-00336,LEAD-001900,ACC-00900,webinar_evento,Closed Won,207800.0,2023-06-03,2023-08-10,1,0.374,2023-06-03,2023-06-17,2023-07-22,2023-07-26,2023-08-10
OPP-00337,LEAD-001901,ACC-00907,organic_search,Closed Lost,153500.0,2023-06-03,2023-08-09,0,0.224,2023-06-03,2023-06-13,2023-08-02,2023-08-02,2023-08-09
OPP-00338,LEAD-001906,ACC-01222,webinar_evento,Closed Lost,59900.0,2023-06-02,2023-07-12,0,0.449,2023-06-02,2023-06-10,2023-06-27,2023-07-09,2023-07-12
OPP-00339,LEAD-001911,ACC-01908,webinar_evento,Closed Lost,48000.0,2023-06-05,2023-08-03,0,0.449,2023-06-05,2023-06-24,2023-07-14,2023-07-29,2023-08-03
OPP-00340,LEAD-001926,ACC-00825,organic_search,Closed Lost,33000.0,2023-06-06,2023-08-29,0,0.224,2023-06-06,2023-06-15,2023-06-23,2023-07-30,2023-08-29
OPP-00341,LEAD-001933,ACC-00133,linkedin_ads,Closed Lost,98000.0,2023-06-04,2023-08-05,0,0.342,2023-06-04,2023-06-27,2023-07-06,2023-07-18,2023-08-05
OPP-00342,LEAD-001935,ACC-00752,webinar_evento,Closed Won,53900.0,2023-05-23,2023-08-13,1,0.318,2023-05-23,2023-06-12,2023-08-07,2023-08-11,2023-08-13
OPP-00343,LEAD-001946,ACC-00599,webinar_evento,Closed Won,218200.0,2023-05-24,2023-08-03,1,0.43,2023-05-24,2023-06-07,2023-06-16,2023-07-04,2023-08-03
OPP-00344,LEAD-001952,ACC-00377,linkedin_ads,Closed Lost,99800.0,2023-05-31,2023-08-05,0,0.297,2023-05-31,2023-06-06,2023-06-06,2023-07-12,2023-08-05
OPP-00345,LEAD-001972,ACC-00847,paid_search,Closed Lost,29200.0,2023-05-30,2023-07-08,0,0.251,2023-05-30,2023-05-30,2023-06-24,2023-06-28,2023-07-08
OPP-00346,LEAD-001975,ACC-01710,webinar_evento,Closed Won,46600.0,2023-05-28,2023-08-21,1,0.449,2023-05-28,2023-05-31,2023-08-08,2023-08-15,2023-08-21
OPP-00347,LEAD-001983,ACC-00335,organic_search,Closed Lost,81700.0,2023-06-02,2023-07-19,0,0.304,2023-06-02,2023-06-02,2023-07-15,2023-07-16,2023-07-19
OPP-00348,LEAD-001985,ACC-00132,paid_search,Closed Won,111600.0,2023-06-02,2023-08-01,1,0.24,2023-06-02,2023-06-08,2023-06-25,2023-07-08,2023-08-01
OPP-00349,LEAD-001991,ACC-01709,linkedin_ads,Closed Lost,96100.0,2023-05-28,2023-08-20,0,0.312,2023-05-28,2023-07-11,2023-08-14,2023-08-15,2023-08-20
OPP-00350,LEAD-001993,ACC-00772,direct,Closed Lost,112100.0,2023-06-06,2023-07-11,0,0.286,,,,,
OPP-00351,LEAD-001994,ACC-00344,paid_search,Closed Lost,79600.0,2023-06-08,2023-07-06,0,0.24,2023-06-08,2023-06-09,2023-06-09,2023-06-10,2023-07-06
OPP-00352,LEAD-001996,ACC-01152,webinar_evento,Closed Won,133200.0,2023-05-31,2023-08-05,1,0.374,2023-05-31,2023-07-08,2023-07-14,2023-07-17,2023-08-05
OPP-00353,LEAD-001999,ACC-00284,webinar_evento,Closed Won,120400.0,2023-06-04,2023-08-08,1,0.374,2023-06-04,2023-06-19,2023-07-03,2023-07-17,2023-08-08
OPP-00354,LEAD-002001,ACC-00661,linkedin_ads,Closed Lost,44800.0,2023-06-06,2023-09-04,0,0.327,2023-06-06,2023-06-12,2023-08-05,2023-08-29,2023-09-04
OPP-00355,LEAD-002005,ACC-01285,paid_search,Closed Lost,24000.0,2023-06-12,2023-07-18,0,0.178,2023-06-12,2023-06-18,2023-06-23,2023-07-09,2023-07-18
OPP-00356,LEAD-002006,ACC-00133,paid_search,Closed Lost,66900.0,2023-06-02,2023-07-20,0,0.24,2023-06-02,2023-06-10,2023-06-19,2023-07-04,2023-07-20
OPP-00357,LEAD-002007,ACC-01508,paid_search,Closed Won,26000.0,2023-05-31,2023-06-20,1,0.23,2023-05-31,2023-06-02,2023-06-10,2023-06-18,2023-06-20
OPP-00358,LEAD-002009,ACC-00158,organic_search,Closed Lost,138100.0,2023-06-11,2023-08-01,0,0.37,2023-06-11,2023-06-23,2023-07-16,2023-07-20,2023-08-01
OPP-00359,LEAD-002012,ACC-01680,paid_search,Closed Won,116700.0,2023-06-02,2023-07-13,1,0.282,2023-06-02,2023-06-06,2023-06-16,2023-07-05,2023-07-13
OPP-00360,LEAD-002030,ACC-00912,linkedin_ads,Closed Lost,46000.0,2023-06-08,2023-06-24,0,0.267,2023-06-08,2023-06-13,2023-06-13,2023-06-18,2023-06-24
OPP-00361,LEAD-002059,ACC-01023,webinar_evento,Closed Won,147100.0,2023-05-31,2023-08-27,1,0.43,,,,,
OPP-00362,LEAD-002062,ACC-01499,paid_search,Closed Won,65700.0,2023-06-09,2023-08-11,1,0.209,2023-06-09,2023-06-26,2023-07-09,2023-08-09,2023-08-11
OPP-00363,LEAD-002066,ACC-00215,webinar_evento,Closed Lost,44900.0,2023-06-10,2023-09-08,0,0.355,2023-06-10,2023-06-21,2023-07-10,2023-09-05,2023-09-08
OPP-00364,LEAD-002072,ACC-01630,organic_search,Closed Won,26700.0,2023-06-13,2023-08-14,1,0.224,2023-06-13,2023-07-05,2023-07-18,2023-08-10,2023-08-14
OPP-00365,LEAD-002078,ACC-00690,paid_search,Closed Lost,76300.0,2023-06-06,2023-07-16,0,0.209,2023-06-06,2023-06-07,2023-06-12,2023-06-30,2023-07-16
OPP-00366,LEAD-002099,ACC-01458,paid_search,Closed Won,26800.0,2023-06-06,2023-07-01,1,0.23,2023-06-06,2023-06-14,2023-06-14,2023-06-23,2023-07-01
OPP-00367,LEAD-002101,ACC-01060,direct,Closed Lost,202600.0,2023-06-11,2023-07-13,0,0.386,2023-06-11,2023-06-20,2023-06-24,2023-06-29,2023-07-13
OPP-00368,LEAD-002102,ACC-00468,meta_ads,Closed Lost,29800.0,2023-06-16,2023-07-15,0,0.112,2023-06-16,2023-06-24,2023-07-01,2023-07-06,2023-07-15
OPP-00369,LEAD-002106,ACC-01931,webinar_evento,Closed Won,103500.0,2023-06-15,2023-08-09,1,0.468,2023-06-15,2023-06-18,2023-07-28,2023-07-28,2023-08-09
OPP-00370,LEAD-002108,ACC-00039,paid_search,Closed Lost,26900.0,2023-06-10,2023-07-18,0,0.209,2023-06-10,2023-06-17,2023-07-02,2023-07-09,2023-07-18
OPP-00371,LEAD-002117,ACC-00366,organic_search,Closed Lost,33600.0,2023-06-03,2023-07-14,0,0.317,2023-06-03,2023-06-20,2023-06-23,2023-06-25,2023-07-14
OPP-00372,LEAD-002125,ACC-01976,paid_search,Closed Lost,137600.0,2023-06-17,2023-07-25,0,0.209,2023-06-17,2023-06-22,2023-06-30,2023-07-23,2023-07-25
OPP-00373,LEAD-002133,ACC-01571,webinar_evento,Closed Lost,100000.0,2023-06-06,2023-08-08,0,0.393,2023-06-06,2023-06-15,2023-07-22,2023-07-30,2023-08-08
OPP-00374,LEAD-002136,ACC-01194,organic_search,Closed Lost,28800.0,2023-06-07,2023-07-11,0,0.211,2023-06-07,2023-06-10,2023-06-18,2023-06-20,2023-07-11
OPP-00375,LEAD-002138,ACC-00132,email_marketing,Closed Lost,168300.0,2023-06-18,2023-07-31,0,0.266,2023-06-18,2023-06-21,2023-07-05,2023-07-26,2023-07-31
OPP-00376,LEAD-002151,ACC-01289,linkedin_ads,Closed Lost,46200.0,2023-06-14,2023-08-02,0,0.327,2023-06-14,2023-06-28,2023-07-25,2023-07-28,2023-08-02
OPP-00377,LEAD-002160,ACC-00647,webinar_evento,Closed Lost,44400.0,2023-06-13,2023-09-24,0,0.411,2023-06-13,2023-07-01,2023-07-01,2023-08-25,2023-09-24
OPP-00378,LEAD-002162,ACC-01673,email_marketing,Closed Lost,133600.0,2023-06-18,2023-08-18,0,0.323,2023-06-18,2023-07-11,2023-07-17,2023-07-24,2023-08-18
OPP-00379,LEAD-002168,ACC-01980,linkedin_ads,Closed Lost,222900.0,2023-06-06,2023-08-15,0,0.356,2023-06-06,2023-06-20,2023-07-23,2023-07-29,2023-08-15
OPP-00380,LEAD-002170,ACC-00997,linkedin_ads,Closed Won,49500.0,2023-06-12,2023-08-05,1,0.327,2023-06-12,2023-06-12,2023-07-23,2023-07-29,2023-08-05
OPP-00381,LEAD-002172,ACC-00266,linkedin_ads,Closed Lost,114000.0,2023-06-17,2023-08-09,0,0.312,2023-06-17,2023-07-19,2023-08-03,2023-08-05,2023-08-09
OPP-00382,LEAD-002173,ACC-01721,paid_search,Closed Won,26700.0,2023-06-05,2023-07-29,1,0.251,2023-06-05,2023-07-10,2023-07-10,2023-07-27,2023-07-29
OPP-00383,LEAD-002175,ACC-00630,organic_search,Closed Lost,35700.0,2023-06-13,2023-08-20,0,0.29,2023-06-13,2023-07-04,2023-07-18,2023-07-27,2023-08-20
OPP-00384,LEAD-002178,ACC-00518,organic_search,Closed Lost,64800.0,2023-06-16,2023-08-17,0,0.304,2023-06-16,2023-06-18,2023-07-22,2023-07-27,2023-08-17
OPP-00385,LEAD-002179,ACC-00554,webinar_evento,Closed Lost,258100.0,2023-06-21,2023-09-25,0,0.355,2023-06-21,2023-07-25,2023-08-15,2023-08-19,2023-09-25
OPP-00386,LEAD-002181,ACC-00285,webinar_evento,Closed Won,108600.0,2023-06-15,2023-10-08,1,0.43,2023-06-15,2023-08-24,2023-09-11,2023-09-13,2023-10-08
OPP-00387,LEAD-002188,ACC-01570,webinar_evento,Closed Won,109100.0,2023-06-22,2023-09-11,1,0.411,2023-06-22,2023-07-09,2023-08-06,2023-09-07,2023-09-11
OPP-00388,LEAD-002190,ACC-01699,webinar_evento,Closed Lost,94700.0,2023-06-12,2023-08-16,0,0.374,2023-06-12,2023-08-07,2023-08-12,2023-08-14,2023-08-16
OPP-00389,LEAD-002208,ACC-00263,organic_search,Closed Won,62700.0,2023-06-15,2023-08-06,1,0.277,2023-06-15,2023-06-22,2023-07-18,2023-07-25,2023-08-06
OPP-00390,LEAD-002211,ACC-01576,webinar_evento,Closed Won,59200.0,2023-06-24,2023-09-01,1,0.449,2023-06-24,2023-07-05,2023-08-08,2023-08-11,2023-09-01
OPP-00391,LEAD-002216,ACC-00337,organic_search,Closed Lost,30100.0,2023-06-10,2023-08-17,0,0.264,2023-06-10,2023-06-29,2023-07-22,2023-08-13,2023-08-17
OPP-00392,LEAD-002219,ACC-01494,direct,Closed Lost,77600.0,2023-06-15,2023-07-23,0,0.286,2023-06-15,2023-06-15,2023-06-28,2023-06-29,2023-07-23
OPP-00393,LEAD-002222,ACC-01720,organic_search,Closed Lost,66600.0,2023-06-23,2023-07-25,0,0.277,2023-06-23,2023-06-29,2023-07-09,2023-07-13,2023-07-25
OPP-00394,LEAD-002224,ACC-00528,direct,Closed Lost,181100.0,2023-06-13,2023-07-25,0,0.243,2023-06-13,2023-06-19,2023-06-23,2023-07-02,2023-07-25
OPP-00395,LEAD-002229,ACC-00101,organic_search,Closed Won,125100.0,2023-06-09,2023-07-21,1,0.264,2023-06-09,2023-06-09,2023-06-13,2023-07-14,2023-07-21
OPP-00396,LEAD-002234,ACC-00516,linkedin_ads,Closed Lost,43400.0,2023-06-17,2023-08-31,0,0.267,2023-06-17,2023-07-06,2023-07-08,2023-07-27,2023-08-31
OPP-00397,LEAD-002235,ACC-01096,linkedin_ads,Closed Lost,113200.0,2023-06-19,2023-07-30,0,0.342,2023-06-19,2023-06-30,2023-07-25,2023-07-28,2023-07-30
OPP-00398,LEAD-002251,ACC-00168,direct,Closed Lost,83500.0,2023-06-25,2023-08-01,0,0.358,2023-06-25,2023-06-27,2023-07-10,2023-07-20,2023-08-01
OPP-00399,LEAD-002258,ACC-00543,paid_search,Closed Lost,66000.0,2023-06-16,2023-07-14,0,0.24,2023-06-16,2023-06-26,2023-07-03,2023-07-04,2023-07-14
OPP-00400,LEAD-002259,ACC-01410,webinar_evento,Closed Lost,39700.0,2023-06-12,2023-08-14,0,0.374,2023-06-12,2023-07-16,2023-07-26,2023-08-02,2023-08-14
OPP-00401,LEAD-002266,ACC-01279,email_marketing,Closed Lost,32300.0,2023-06-12,2023-07-30,0,0.196,2023-06-12,2023-06-20,2023-07-28,2023-07-28,2023-07-30
OPP-00402,LEAD-002298,ACC-00504,paid_search,Closed Lost,61300.0,2023-06-28,2023-08-21,0,0.209,2023-06-28,2023-06-30,2023-08-03,2023-08-10,2023-08-21
OPP-00403,LEAD-002304,ACC-01374,paid_search,Closed Lost,70500.0,2023-06-25,2023-07-27,0,0.209,2023-06-25,2023-06-29,2023-06-30,2023-06-30,2023-07-27
OPP-00404,LEAD-002309,ACC-00716,email_marketing,Closed Lost,94300.0,2023-06-18,2023-08-08,0,0.266,2023-06-18,2023-07-04,2023-07-22,2023-07-23,2023-08-08
OPP-00405,LEAD-002311,ACC-00618,organic_search,Closed Lost,136800.0,2023-06-16,2023-08-21,0,0.224,2023-06-16,2023-06-16,2023-08-09,2023-08-13,2023-08-21
OPP-00406,LEAD-002314,ACC-00792,paid_search,Closed Won,118100.0,2023-06-27,2023-08-04,1,0.23,2023-06-27,2023-07-14,2023-07-14,2023-08-03,2023-08-04
OPP-00407,LEAD-002318,ACC-01349,paid_search,Closed Lost,94300.0,2023-06-15,2023-08-07,0,0.24,2023-06-15,2023-07-16,2023-07-18,2023-07-20,2023-08-07
OPP-00408,LEAD-002333,ACC-01091,paid_search,Closed Won,79800.0,2023-06-30,2023-09-04,1,0.261,2023-06-30,2023-07-07,2023-08-03,2023-08-20,2023-09-04
OPP-00409,LEAD-002338,ACC-00055,linkedin_ads,Closed Won,79800.0,2023-06-24,2023-09-05,1,0.297,2023-06-24,2023-06-26,2023-08-20,2023-08-20,2023-09-05
OPP-00410,LEAD-002346,ACC-01721,linkedin_ads,Closed Lost,43500.0,2023-06-29,2023-10-01,0,0.356,2023-06-29,2023-07-16,2023-07-24,2023-07-31,2023-10-01
OPP-00411,LEAD-002348,ACC-01139,webinar_evento,Closed Lost,224300.0,2023-06-21,2023-08-15,0,0.411,2023-06-21,2023-06-22,2023-06-22,2023-08-05,2023-08-15
OPP-00412,LEAD-002354,ACC-00559,direct,Closed Lost,94000.0,2023-06-28,2023-07-28,0,0.3,2023-06-28,2023-06-30,2023-07-10,2023-07-15,2023-07-28
OPP-00413,LEAD-002360,ACC-01054,organic_search,Closed Lost,32700.0,2023-06-19,2023-08-17,0,0.29,2023-06-19,2023-07-07,2023-07-20,2023-08-09,2023-08-17
OPP-00414,LEAD-002363,ACC-00207,meta_ads,Closed Lost,26100.0,2023-06-16,2023-07-11,0,0.158,,,,,
OPP-00415,LEAD-002364,ACC-01202,linkedin_ads,Closed Lost,201100.0,2023-07-02,2023-08-28,0,0.327,2023-07-02,2023-07-15,2023-07-24,2023-08-25,2023-08-28
OPP-00416,LEAD-002369,ACC-00562,organic_search,Closed Lost,40100.0,2023-06-17,2023-08-24,0,0.317,2023-06-17,2023-07-27,2023-07-28,2023-08-08,2023-08-24
OPP-00417,LEAD-002375,ACC-00106,organic_search,Closed Lost,66700.0,2023-06-28,2023-08-29,0,0.264,2023-06-28,2023-07-03,2023-07-05,2023-07-13,2023-08-29
OPP-00418,LEAD-002381,ACC-01595,organic_search,Closed Lost,28400.0,2023-06-30,2023-09-01,0,0.264,2023-06-30,2023-07-15,2023-08-03,2023-08-24,2023-09-01
OPP-00419,LEAD-002382,ACC-00374,paid_search,Closed Won,29700.0,2023-06-17,2023-08-04,1,0.188,2023-06-17,2023-06-28,2023-07-23,2023-07-30,2023-08-04
OPP-00420,LEAD-002384,ACC-00849,paid_search,Closed Lost,29000.0,2023-07-02,2023-08-24,0,0.209,2023-07-02,2023-07-16,2023-07-31,2023-08-13,2023-08-24
OPP-00421,LEAD-002388,ACC-00391,paid_search,Closed Lost,54600.0,2023-07-03,2023-08-16,0,0.219,2023-07-03,2023-07-05,2023-07-16,2023-08-14,2023-08-16
OPP-00422,LEAD-002398,ACC-00752,organic_search,Closed Won,34100.0,2023-06-24,2023-08-13,1,0.224,2023-06-24,2023-06-30,2023-07-11,2023-07-24,2023-08-13
OPP-00423,LEAD-002410,ACC-01010,linkedin_ads,Closed Lost,104400.0,2023-07-05,2023-09-20,0,0.342,2023-07-05,2023-07-10,2023-07-12,2023-08-12,2023-09-20
OPP-00424,LEAD-002413,ACC-00510,linkedin_ads,Closed Lost,220300.0,2023-06-21,2023-09-16,0,0.252,2023-06-21,2023-07-22,2023-07-30,2023-09-12,2023-09-16
OPP-00425,LEAD-002421,ACC-01324,paid_search,Closed Lost,30700.0,2023-06-22,2023-08-11,0,0.209,2023-06-22,2023-07-12,2023-07-28,2023-08-04,2023-08-11
OPP-00426,LEAD-002435,ACC-00904,webinar_evento,Closed Won,51000.0,2023-06-21,2023-09-01,1,0.318,2023-06-21,2023-07-26,2023-07-30,2023-08-19,2023-09-01
OPP-00427,LEAD-002446,ACC-01057,organic_search,Closed Lost,33600.0,2023-07-01,2023-08-16,0,0.264,2023-07-01,2023-07-04,2023-07-08,2023-08-02,2023-08-16
OPP-00428,LEAD-002449,ACC-01550,organic_search,Closed Lost,69200.0,2023-07-05,2023-08-28,0,0.264,2023-07-05,2023-07-15,2023-08-05,2023-08-18,2023-08-28
OPP-00429,LEAD-002450,ACC-01549,paid_search,Closed Lost,23700.0,2023-06-25,2023-08-12,0,0.199,2023-06-25,2023-07-19,2023-08-07,2023-08-08,2023-08-12
OPP-00430,LEAD-002456,ACC-00796,paid_search,Closed Lost,32100.0,2023-06-30,2023-07-30,0,0.23,2023-06-30,2023-07-04,2023-07-20,2023-07-22,2023-07-30
OPP-00431,LEAD-002460,ACC-00486,webinar_evento,Closed Lost,46800.0,2023-06-28,2023-09-01,0,0.411,2023-06-28,2023-08-03,2023-08-08,2023-08-12,2023-09-01
OPP-00432,LEAD-002462,ACC-00888,paid_search,Closed Won,54600.0,2023-06-23,2023-08-08,1,0.24,2023-06-23,2023-07-09,2023-07-19,2023-08-05,2023-08-08
OPP-00433,LEAD-002463,ACC-01445,webinar_evento,Closed Won,138000.0,2023-06-25,2023-09-10,1,0.355,2023-06-25,2023-06-29,2023-07-02,2023-07-11,2023-09-10
OPP-00434,LEAD-002465,ACC-00064,organic_search,Closed Won,81700.0,2023-07-03,2023-08-26,1,0.277,2023-07-03,2023-07-07,2023-07-18,2023-08-06,2023-08-26
OPP-00435,LEAD-002467,ACC-01743,organic_search,Closed Lost,31800.0,2023-07-03,2023-09-03,0,0.251,2023-07-03,2023-07-27,2023-08-03,2023-08-27,2023-09-03
OPP-00436,LEAD-002477,ACC-01353,webinar_evento,Closed Won,90600.0,2023-06-28,2023-10-08,1,0.43,2023-06-28,2023-07-18,2023-07-27,2023-09-21,2023-10-08
OPP-00437,LEAD-002479,ACC-01378,linkedin_ads,Closed Lost,52200.0,2023-06-29,2023-09-25,0,0.297,2023-06-29,2023-07-18,2023-08-19,2023-08-23,2023-09-25
OPP-00438,LEAD-002487,ACC-00054,organic_search,Closed Lost,157200.0,2023-07-01,2023-08-02,0,0.304,2023-07-01,2023-07-02,2023-07-02,2023-07-11,2023-08-02
OPP-00439,LEAD-002503,ACC-00180,linkedin_ads,Closed Won,172900.0,2023-06-30,2023-09-03,1,0.252,2023-06-30,2023-07-10,2023-08-15,2023-08-28,2023-09-03
OPP-00440,LEAD-002506,ACC-01752,paid_search,Closed Lost,73100.0,2023-07-03,2023-08-07,0,0.209,2023-07-03,2023-07-08,2023-07-21,2023-07-29,2023-08-07
OPP-00441,LEAD-002508,ACC-01464,webinar_evento,Closed Lost,50700.0,2023-07-03,2023-10-04,0,0.318,2023-07-03,2023-07-30,2023-08-02,2023-09-22,2023-10-04
OPP-00442,LEAD-002514,ACC-01436,email_marketing,Closed Won,69000.0,2023-06-26,2023-08-02,1,0.231,2023-06-26,2023-06-26,2023-06-27,2023-07-22,2023-08-02
OPP-00443,LEAD-002516,ACC-01972,organic_search,Closed Lost,28700.0,2023-07-04,2023-08-15,0,0.29,,,,,
OPP-00444,LEAD-002519,ACC-01144,webinar_evento,Closed Won,96100.0,2023-07-02,2023-09-18,1,0.411,2023-07-02,2023-07-23,2023-08-25,2023-09-05,2023-09-18
OPP-00445,LEAD-002522,ACC-01705,paid_search,Closed Won,61300.0,2023-06-30,2023-07-29,1,0.209,2023-06-30,2023-07-12,2023-07-17,2023-07-25,2023-07-29
OPP-00446,LEAD-002526,ACC-01429,paid_search,Closed Lost,27400.0,2023-06-25,2023-08-08,0,0.209,2023-06-25,2023-07-16,2023-07-21,2023-07-28,2023-08-08
OPP-00447,LEAD-002529,ACC-00273,organic_search,Closed Lost,83700.0,2023-06-28,2023-08-06,0,0.264,2023-06-28,2023-07-09,2023-07-09,2023-07-12,2023-08-06
OPP-00448,LEAD-002533,ACC-00922,linkedin_ads,Closed Lost,194200.0,2023-07-11,2023-09-16,0,0.327,2023-07-11,2023-07-27,2023-08-27,2023-08-31,2023-09-16
OPP-00449,LEAD-002535,ACC-00867,direct,Closed Won,34200.0,2023-07-04,2023-08-09,1,0.343,2023-07-04,2023-07-07,2023-07-12,2023-07-28,2023-08-09
OPP-00450,LEAD-002542,ACC-00256,paid_search,Closed Won,34300.0,2023-06-30,2023-08-09,1,0.251,2023-06-30,2023-08-03,2023-08-05,2023-08-06,2023-08-09
OPP-00451,LEAD-002547,ACC-00021,linkedin_ads,Closed Lost,190800.0,2023-07-08,2023-09-24,0,0.252,2023-07-08,2023-07-19,2023-07-21,2023-08-14,2023-09-24
OPP-00452,LEAD-002550,ACC-00729,direct,Closed Lost,39600.0,2023-07-01,2023-08-01,0,0.343,2023-07-01,2023-07-01,2023-07-06,2023-07-28,2023-08-01
OPP-00453,LEAD-002557,ACC-01316,paid_search,Closed Lost,50900.0,2023-07-03,2023-08-31,0,0.261,2023-07-03,2023-07-04,2023-08-23,2023-08-23,2023-08-31
OPP-00454,LEAD-002560,ACC-01339,meta_ads,Closed Lost,23700.0,2023-07-06,2023-08-06,0,0.158,2023-07-06,2023-07-09,2023-07-26,2023-07-28,2023-08-06
OPP-00455,LEAD-002568,ACC-01728,paid_search,Closed Won,87100.0,2023-07-04,2023-08-06,1,0.24,2023-07-04,2023-07-06,2023-07-31,2023-07-31,2023-08-06
OPP-00456,LEAD-002577,ACC-00512,direct,Closed Lost,66600.0,2023-07-06,2023-08-07,0,0.358,2023-07-06,2023-07-06,2023-07-08,2023-07-08,2023-08-07
OPP-00457,LEAD-002584,ACC-00059,organic_search,Closed Lost,27200.0,2023-07-06,2023-09-07,0,0.264,2023-07-06,2023-07-09,2023-08-30,2023-09-03,2023-09-07
OPP-00458,LEAD-002587,ACC-00297,webinar_evento,Closed Lost,38900.0,2023-07-16,2023-09-13,0,0.449,2023-07-16,2023-07-18,2023-08-10,2023-09-01,2023-09-13
OPP-00459,LEAD-002590,ACC-01399,organic_search,Closed Won,83000.0,2023-07-04,2023-09-01,1,0.29,2023-07-04,2023-07-06,2023-07-24,2023-08-21,2023-09-01
OPP-00460,LEAD-002592,ACC-01425,linkedin_ads,Closed Lost,180700.0,2023-07-16,2023-09-25,0,0.297,2023-07-16,2023-08-05,2023-08-29,2023-09-05,2023-09-25
