session_id,user_pseudo_id,session_date,session_datetime,channel,utm_source,utm_medium,campaign,landing_page,device_category,engagement_time_sec,events_per_session,is_bounce,lead_id
SES-00027084,user_0031778,2023-02-02,2023-02-02T15:26:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,desktop,301,6,0,
SES-00000982,user_0015831,2023-02-02,2023-02-02T15:26:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,81,1,1,
SES-00102021,user_0085068,2023-02-02,2023-02-02T15:29:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,mobile,271,4,1,
SES-00046100,user_0096993,2023-02-02,2023-02-02T15:30:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,77,3,1,
SES-00005874,user_0034289,2023-02-02,2023-02-02T15:30:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,150,6,0,
SES-00043122,user_0013827,2023-02-02,2023-02-02T15:32:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,210,11,0,
SES-00136499,user_0002194,2023-02-02,2023-02-02T15:33:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,345,11,1,
SES-00042928,user_0093257,2023-02-02,2023-02-02T15:34:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,250,7,0,
SES-00117924,user_0066842,2023-02-02,2023-02-02T15:36:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,25,4,1,
SES-00022451,user_0090272,2023-02-02,2023-02-02T15:36:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,mobile,468,12,0,
SES-00127936,user_0036765,2023-02-02,2023-02-02T15:36:00,paid_search,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,desktop,131,1,1,
SES-00095192,user_0068415,2023-02-02,2023-02-02T15:38:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,mobile,253,11,0,
SES-00033010,user_0056802,2023-02-02,2023-02-02T15:38:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,207,6,1,LEAD-000354
SES-00055453,user_0019931,2023-02-02,2023-02-02T15:38:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,380,8,0,
SES-00083874,user_0067717,2023-02-02,2023-02-02T15:40:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,248,11,0,
SES-00032748,user_0057157,2023-02-02,2023-02-02T15:42:00,paid_search,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,desktop,286,11,1,
SES-00104207,user_0025508,2023-02-02,2023-02-02T15:43:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,mobile,8,1,1,
SES-00119601,user_0022567,2023-02-02,2023-02-02T15:44:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,124,4,0,
SES-00122507,user_0043173,2023-02-02,2023-02-02T15:44:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,33,2,1,
SES-00067255,user_0067094,2023-02-02,2023-02-02T15:46:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,115,9,0,
SES-00100999,user_0093192,2023-02-02,2023-02-02T15:47:00,email_marketing,email,email,campanha_email_02-2023,/webinar/integracao-erp-ao-vivo,desktop,201,3,1,
SES-00021281,user_0056526,2023-02-02,2023-02-02T15:49:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,160,9,1,
SES-00143986,user_0040235,2023-02-02,2023-02-02T15:50:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,293,6,1,
SES-00004119,user_0009313,2023-02-02,2023-02-02T15:50:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,mobile,248,6,0,
SES-00143449,user_0046122,2023-02-02,2023-02-02T15:52:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,mobile,267,10,0,
SES-00142073,user_0047000,2023-02-02,2023-02-02T15:53:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,mobile,229,11,0,
SES-00124661,user_0076111,2023-02-02,2023-02-02T15:54:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,45,4,1,
SES-00031215,user_0065504,2023-02-02,2023-02-02T15:56:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,mobile,5,3,1,
SES-00005474,user_0045113,2023-02-02,2023-02-02T15:56:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,20,4,1,
SES-00047014,user_0021325,2023-02-02,2023-02-02T15:57:00,direct,(direct),(none),(direct),/lp/comparativo-erp,desktop,5,3,1,
SES-00074350,user_0071651,2023-02-02,2023-02-02T15:59:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,desktop,191,7,1,
SES-00040664,user_0011463,2023-02-02,2023-02-02T15:59:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,228,6,1,
SES-00087027,user_0039123,2023-02-02,2023-02-02T15:59:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,208,4,0,
SES-00100280,user_0087431,2023-02-02,2023-02-02T16:02:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,mobile,238,7,0,
SES-00005723,user_0084125,2023-02-02,2023-02-02T16:03:00,organic_search,google,organic,,/lp/demo-gratis,desktop,146,6,1,
SES-00101830,user_0067596,2023-02-02,2023-02-02T16:04:00,organic_search,google,organic,,/lp/demo-gratis,desktop,59,6,0,
SES-00106143,user_0070842,2023-02-02,2023-02-02T16:04:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,114,5,1,
SES-00143079,user_0036897,2023-02-02,2023-02-02T16:06:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,mobile,281,13,1,
SES-00027572,user_0064673,2023-02-02,2023-02-02T16:09:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,5,1,1,
SES-00112437,user_0007359,2023-02-02,2023-02-02T16:14:00,email_marketing,email,email,campanha_email_02-2023,/webinar/integracao-erp-ao-vivo,desktop,33,3,0,
SES-00018805,user_0013429,2023-02-02,2023-02-02T16:15:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,35,6,1,
SES-00013724,user_0001909,2023-02-02,2023-02-02T16:19:00,organic_search,google,organic,,/lp/demo-gratis,desktop,201,7,0,
SES-00098897,user_0083034,2023-02-02,2023-02-02T16:19:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,mobile,112,9,0,
SES-00148427,user_0041342,2023-02-02,2023-02-02T16:19:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,304,11,0,
SES-00009174,user_0029926,2023-02-02,2023-02-02T16:21:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,345,4,1,
SES-00044755,user_0012314,2023-02-02,2023-02-02T16:23:00,direct,(direct),(none),(not set),/lp/comparativo-erp,mobile,260,7,0,
SES-00146294,user_0017948,2023-02-02,2023-02-02T16:24:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,mobile,323,13,0,
SES-00103694,user_0028284,2023-02-02,2023-02-02T16:25:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,105,6,0,
SES-00024241,user_0003283,2023-02-02,2023-02-02T16:28:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q1_2023,/lp/comparativo-erp,desktop,109,1,1,
SES-00105752,user_0011543,2023-02-02,2023-02-02T16:28:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,72,6,1,
SES-00085337,user_0021712,2023-02-02,2023-02-02T16:30:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,mobile,353,5,1,
SES-00117196,user_0041671,2023-02-02,2023-02-02T16:31:00,organic_search,google,organic,,/lp/demo-gratis,mobile,113,4,1,
SES-00041606,user_0012865,2023-02-02,2023-02-02T16:31:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,300,6,1,
SES-00127843,user_0027287,2023-02-02,2023-02-02T16:37:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,166,5,0,
SES-00084341,user_0067615,2023-02-02,2023-02-02T16:37:00,organic_search,google,organic,,/lp/demo-gratis,desktop,40,1,1,
SES-00063430,user_0074308,2023-02-02,2023-02-02T16:37:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,245,7,1,
SES-00140833,user_0037055,2023-02-02,2023-02-02T16:38:00,email_marketing,email,email,newsletter_mensal_02_2023,/webinar/integracao-erp-ao-vivo,desktop,340,5,1,
SES-00078670,user_0054128,2023-02-02,2023-02-02T16:39:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,63,2,1,
SES-00065427,user_0003211,2023-02-02,2023-02-02T16:40:00,email_marketing,email,email,email_reengajamento_q1_2023,/webinar/integracao-erp-ao-vivo,desktop,254,10,0,
SES-00079703,user_0025814,2023-02-02,2023-02-02T16:40:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,5,5,0,
SES-00078980,user_0007537,2023-02-02,2023-02-02T16:40:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,307,7,0,
SES-00024381,user_0052418,2023-02-02,2023-02-02T16:40:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,mobile,224,7,1,
SES-00025743,user_0006745,2023-02-02,2023-02-02T16:41:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,361,5,1,
SES-00005883,user_0093631,2023-02-02,2023-02-02T16:42:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,302,7,1,
SES-00027539,user_0089322,2023-02-02,2023-02-02T16:42:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,137,6,1,
SES-00027349,user_0002596,2023-02-02,2023-02-02T16:44:00,webinar_evento,webinar,evento,campanha_natal_2023,/lp/demo-gratis,mobile,191,9,1,
SES-00098534,user_0077190,2023-02-02,2023-02-02T16:45:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q1_2023,/lp/comparativo-erp,tablet,142,7,1,
SES-00105850,user_0021897,2023-02-02,2023-02-02T16:45:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,146,4,0,
SES-00017425,user_0073072,2023-02-02,2023-02-02T16:46:00,linkedin_ads,linkedin,paid_social,linkedin_gestores_2023,/lp/comparativo-erp,desktop,325,7,1,
SES-00010794,user_0045791,2023-02-02,2023-02-02T16:47:00,linkedin_ads,linkedin,paid_social,linkedin_gestores_2023,/lp/comparativo-erp,desktop,5,3,0,
SES-00141565,user_0013283,2023-02-02,2023-02-02T16:48:00,webinar_evento,webinar,evento,campanha-natal-2023,/lp/demo-gratis,desktop,240,9,0,
SES-00056474,user_0000038,2023-02-02,2023-02-02T16:48:00,direct,(direct),(none),(direct),/lp/comparativo-erp,tablet,303,7,0,
SES-00021040,user_0007019,2023-02-02,2023-02-02T16:49:00,webinar_evento,webinar,evento,campanha-natal-2023,/lp/demo-gratis,desktop,167,6,0,
SES-00007698,user_0026301,2023-02-02,2023-02-02T16:50:00,email_marketing,email,email,email_nurture_leads_2023,/webinar/integracao-erp-ao-vivo,desktop,5,2,1,
SES-00019903,user_0003855,2023-02-02,2023-02-02T16:52:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,142,1,1,
SES-00055452,user_0070600,2023-02-02,2023-02-02T16:52:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,246,9,0,
SES-00138689,user_0029414,2023-02-02,2023-02-02T16:52:00,email_marketing,email,email,newsletter_mensal_02_2023,/webinar/integracao-erp-ao-vivo,desktop,250,5,1,
SES-00093519,user_0033284,2023-02-02,2023-02-02T16:54:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,5,1,0,
SES-00053836,user_0084439,2023-02-02,2023-02-02T16:55:00,direct,(direct),(none),(direct),/lp/comparativo-erp,tablet,5,2,1,
SES-00125144,user_0048362,2023-02-02,2023-02-02T16:57:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,356,9,0,
SES-00027018,user_0048445,2023-02-02,2023-02-02T16:57:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,56,7,1,
SES-00053509,user_0086810,2023-02-02,2023-02-02T16:58:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,mobile,162,4,1,
SES-00107978,user_0074606,2023-02-02,2023-02-02T17:00:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,tablet,5,1,0,
SES-00115773,user_0054509,2023-02-02,2023-02-02T17:01:00,organic_search,google,organic,,/lp/demo-gratis,tablet,76,2,0,
SES-00125753,user_0055388,2023-02-02,2023-02-02T17:02:00,webinar_evento,webinar,evento,campanha-natal-2023,/lp/demo-gratis,desktop,138,7,1,
SES-00079432,user_0050246,2023-02-02,2023-02-02T17:04:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,298,7,1,
SES-00148887,user_0057214,2023-02-02,2023-02-02T17:08:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,desktop,306,4,0,
SES-00055017,user_0013411,2023-02-02,2023-02-02T17:20:00,direct,(direct),(none),(direct),/lp/comparativo-erp,desktop,195,4,1,
SES-00035621,user_0050892,2023-02-02,2023-02-02T17:26:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,290,10,1,
SES-00065904,user_0000981,2023-02-02,2023-02-02T17:27:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,mobile,5,3,1,
SES-00101781,user_0094496,2023-02-02,2023-02-02T17:29:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,20,6,1,
SES-00047361,user_0001453,2023-02-02,2023-02-02T17:31:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,129,5,1,
SES-00038398,user_0036392,2023-02-02,2023-02-02T17:32:00,organic_search,google,organic,(none),/lp/demo-gratis,tablet,116,7,1,
SES-00102542,user_0025577,2023-02-02,2023-02-02T17:32:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,78,4,1,
SES-00053411,user_0037322,2023-02-02,2023-02-02T17:33:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,242,5,1,
SES-00139851,user_0082441,2023-02-02,2023-02-02T17:33:00,direct,(direct),(none),(direct),/lp/comparativo-erp,desktop,381,11,1,
SES-00069655,user_0008670,2023-02-02,2023-02-02T17:33:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,desktop,329,11,1,
SES-00043807,user_0096761,2023-02-02,2023-02-02T17:34:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,mobile,249,14,1,
SES-00107880,user_0057166,2023-02-02,2023-02-02T17:36:00,linkedin_ads,linkedin,paid_social,linkedin_gestores_2023,/lp/comparativo-erp,desktop,261,3,1,
SES-00133997,user_0084914,2023-02-02,2023-02-02T17:42:00,email_marketing,email,email,email_reengajamento_q1_2023,/webinar/integracao-erp-ao-vivo,mobile,5,1,1,
SES-00028881,user_0048734,2023-02-02,2023-02-02T17:50:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,286,5,1,
SES-00012892,user_0073592,2023-02-02,2023-02-02T17:51:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,tablet,117,6,1,
SES-00065518,user_0029275,2023-02-02,2023-02-02T17:51:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,250,9,1,
SES-00038366,user_0048003,2023-02-02,2023-02-02T17:51:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,mobile,155,6,1,
SES-00010694,user_0082499,2023-02-02,2023-02-02T17:55:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,228,9,0,
SES-00008245,user_0036709,2023-02-02,2023-02-02T17:56:00,webinar_evento,webinar,evento,campanha_natal_2023,/lp/demo-gratis,mobile,265,10,0,
SES-00078487,user_0089207,2023-02-02,2023-02-02T17:56:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,desktop,357,14,0,
SES-00102789,user_0089092,2023-02-02,2023-02-02T17:58:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,mobile,406,8,0,
SES-00028986,user_0016329,2023-02-02,2023-02-02T18:03:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,140,9,1,
SES-00106810,user_0047294,2023-02-02,2023-02-02T18:04:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,211,1,0,
SES-00050985,user_0010726,2023-02-02,2023-02-02T18:05:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,83,5,0,
SES-00140655,user_0007024,2023-02-02,2023-02-02T18:07:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,desktop,30,1,1,
SES-00118372,user_0064021,2023-02-02,2023-02-02T18:10:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,281,6,1,
SES-00063026,user_0051808,2023-02-02,2023-02-02T18:14:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,desktop,187,8,1,
SES-00097336,user_0094574,2023-02-02,2023-02-02T18:15:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,mobile,193,6,1,
SES-00113251,user_0047570,2023-02-02,2023-02-02T18:15:00,organic_search,google,organic,,/lp/demo-gratis,mobile,15,1,0,
SES-00117363,user_0059673,2023-02-02,2023-02-02T18:17:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,mobile,36,3,1,
SES-00144585,user_0017341,2023-02-02,2023-02-02T18:18:00,organic_search,google,organic,(not set),/lp/demo-gratis,tablet,268,8,0,
SES-00098862,user_0096451,2023-02-02,2023-02-02T18:19:00,email_marketing,email,email,campanha_email_02-2023,/webinar/integracao-erp-ao-vivo,mobile,146,6,0,
SES-00021872,user_0004138,2023-02-02,2023-02-02T18:22:00,organic_search,google,organic,,/lp/demo-gratis,desktop,32,2,1,
SES-00082337,user_0095766,2023-02-02,2023-02-02T18:23:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,225,8,0,
SES-00083205,user_0020593,2023-02-02,2023-02-02T18:24:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,5,2,1,
SES-00060749,user_0063358,2023-02-02,2023-02-02T18:24:00,webinar_evento,webinar,evento,black_friday_2023,/lp/demo-gratis,mobile,116,6,1,LEAD-000356
SES-00035365,user_0003292,2023-02-02,2023-02-02T18:30:00,organic_search,google,organic,,/lp/demo-gratis,desktop,75,3,1,
SES-00019587,user_0052306,2023-02-02,2023-02-02T18:36:00,direct,(direct),(none),(direct),/lp/comparativo-erp,tablet,307,9,0,
SES-00140863,user_0085045,2023-02-02,2023-02-02T18:37:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,297,5,1,
SES-00006613,user_0052611,2023-02-02,2023-02-02T18:38:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,mobile,163,1,1,
SES-00073046,user_0081492,2023-02-02,2023-02-02T18:40:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,mobile,161,4,1,
SES-00038683,user_0059252,2023-02-02,2023-02-02T18:43:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,mobile,327,9,0,
SES-00021525,user_0033328,2023-02-02,2023-02-02T18:43:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q1_2023,/lp/comparativo-erp,mobile,203,6,0,
SES-00040280,user_0043812,2023-02-02,2023-02-02T18:46:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,mobile,28,4,0,
SES-00053263,user_0025451,2023-02-02,2023-02-02T18:47:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,111,5,1,
SES-00041603,user_0041083,2023-02-02,2023-02-02T18:48:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,198,5,1,LEAD-000357
SES-00025926,user_0064172,2023-02-02,2023-02-02T18:52:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,221,2,0,
SES-00103492,user_0084791,2023-02-02,2023-02-02T18:57:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,desktop,138,2,0,
SES-00091129,user_0034105,2023-02-02,2023-02-02T19:12:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,234,8,1,
SES-00029013,user_0037588,2023-02-02,2023-02-02T19:21:00,direct,(direct),(none),(direct),/lp/comparativo-erp,mobile,117,8,1,
SES-00035733,user_0084996,2023-02-02,2023-02-02T19:33:00,organic_search,google,organic,,/lp/demo-gratis,desktop,203,7,0,
SES-00068343,user_0085815,2023-02-02,2023-02-02T20:12:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,5,5,1,
SES-00112465,user_0068567,2023-02-02,2023-02-02T20:31:00,direct,(direct),(none),(not set),/lp/comparativo-erp,tablet,168,4,1,
SES-00035979,user_0078615,2023-02-02,2023-02-02T20:32:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,desktop,167,6,1,
SES-00143215,user_0009472,2023-02-02,2023-02-02T20:36:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,383,8,1,
SES-00081884,user_0079618,2023-02-02,2023-02-02T21:38:00,paid_search,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,desktop,209,10,1,
SES-00011062,user_0084371,2023-02-02,2023-02-02T22:06:00,email_marketing,email,email,campanha_email_02-2023,/webinar/integracao-erp-ao-vivo,mobile,55,1,1,
SES-00004392,user_0088060,2023-02-02,2023-02-02T23:13:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,202,8,0,
SES-00045040,user_0054151,2023-02-03,2023-02-03T00:02:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,tablet,303,5,0,
SES-00035664,user_0096602,2023-02-03,2023-02-03T01:51:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,258,18,0,
SES-00028833,user_0079496,2023-02-03,2023-02-03T04:41:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,5,4,1,
SES-00061998,user_0032706,2023-02-03,2023-02-03T07:04:00,paid_search,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,mobile,61,6,0,
SES-00083011,user_0008664,2023-02-03,2023-02-03T07:16:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,114,5,0,
SES-00045537,user_0039428,2023-02-03,2023-02-03T07:47:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,178,4,0,
SES-00103273,user_0069689,2023-02-03,2023-02-03T07:47:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q1_2023,/lp/comparativo-erp,desktop,175,5,0,
SES-00073785,user_0090355,2023-02-03,2023-02-03T07:55:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,178,9,1,
SES-00115777,user_0042374,2023-02-03,2023-02-03T08:02:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,5,1,1,
SES-00104835,user_0021310,2023-02-03,2023-02-03T08:03:00,webinar_evento,webinar,evento,campanha-natal-2023,/lp/demo-gratis,mobile,192,6,0,
SES-00092362,user_0092254,2023-02-03,2023-02-03T08:08:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,9,1,0,
SES-00061203,user_0065331,2023-02-03,2023-02-03T08:15:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,5,1,1,
SES-00112951,user_0084428,2023-02-03,2023-02-03T08:17:00,email_marketing,email,email,newsletter_mensal_02_2023,/webinar/integracao-erp-ao-vivo,mobile,329,3,0,
SES-00098611,user_0089332,2023-02-03,2023-02-03T08:20:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,289,10,1,
SES-00049148,user_0040843,2023-02-03,2023-02-03T08:24:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,189,4,1,
SES-00067656,user_0049580,2023-02-03,2023-02-03T08:25:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,130,6,1,
SES-00122331,user_0003526,2023-02-03,2023-02-03T08:35:00,email_marketing,email,email,campanha_email_02-2023,/webinar/integracao-erp-ao-vivo,mobile,5,3,0,
SES-00142023,user_0015494,2023-02-03,2023-02-03T08:36:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,mobile,167,8,0,
SES-00017467,user_0016614,2023-02-03,2023-02-03T08:37:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,desktop,85,1,1,
SES-00065383,user_0030017,2023-02-03,2023-02-03T08:41:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,mobile,90,6,0,
SES-00027330,user_0027395,2023-02-03,2023-02-03T08:41:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,481,10,0,
SES-00009638,user_0010576,2023-02-03,2023-02-03T08:43:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,256,7,1,
SES-00058000,user_0023982,2023-02-03,2023-02-03T08:46:00,email_marketing,email,email,newsletter_mensal_02_2023,/webinar/integracao-erp-ao-vivo,desktop,311,10,1,
SES-00117236,user_0028574,2023-02-03,2023-02-03T08:46:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,194,5,1,
SES-00079930,user_0044221,2023-02-03,2023-02-03T08:50:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,5,2,1,
SES-00078817,user_0066056,2023-02-03,2023-02-03T08:52:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,225,5,1,
SES-00113082,user_0083746,2023-02-03,2023-02-03T08:58:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,395,5,1,
SES-00145316,user_0014619,2023-02-03,2023-02-03T08:58:00,organic_search,google,organic,(none),/lp/demo-gratis,tablet,247,8,1,
SES-00008744,user_0087155,2023-02-03,2023-02-03T09:01:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,190,6,0,
SES-00066885,user_0045462,2023-02-03,2023-02-03T09:02:00,email_marketing,email,email,campanha_email_02-2023,/webinar/integracao-erp-ao-vivo,desktop,142,5,1,
SES-00043761,user_0040784,2023-02-03,2023-02-03T09:02:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,99,7,0,
SES-00000947,user_0081599,2023-02-03,2023-02-03T09:02:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,156,7,0,
SES-00072631,user_0008454,2023-02-03,2023-02-03T09:03:00,organic_search,google,organic,,/lp/demo-gratis,desktop,338,4,1,
SES-00123974,user_0021151,2023-02-03,2023-02-03T09:03:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,15,3,0,
